;DEP;REG;LIBCOM;score_competence_administratives_region;score_competence_administratives_departement
8324;24;93;Entraunes;22.0;50.0
8325;24;93;L'Escarène;45.0;46.0
8326;24;93;Escragnolles;39.0;42.0
8327;24;93;Èze;42.0;39.0
8328;24;93;Falicon;44.0;36.0
8329;24;93;Les Ferres;37.0;69.0
8330;24;93;Fontan;29.0;32.0
8331;24;93;Gars;38.0;60.0
8332;24;93;Gattières;46.0;50.0
8333;24;93;La Gaude;43.0;57.0
8334;24;93;Gilette;46.0;30.0
8335;24;93;Gorbio;42.0;42.0
8336;24;93;Gourdon;41.0;37.0
8337;24;93;Grasse;51.0;36.0
8338;24;93;Gréolières;35.0;39.0
8339;24;93;Guillaumes;37.0;40.0
8340;24;93;Ilonse;36.0;42.0
8341;24;93;Isola;41.0;50.0
8342;24;93;Lantosque;41.0;54.0
8343;24;93;Levens;43.0;40.0
8344;24;93;Lieuche;81.0;44.0
8345;24;93;Lucéram;40.0;44.0
8346;24;93;Malaussène;35.0;30.0
8347;24;93;Mandelieu-la-Napoule;43.0;48.0
8348;24;93;Marie;42.0;49.0
8349;24;93;Le Mas;25.0;51.0
8350;24;93;Massoins;27.0;37.0
8351;24;93;Menton;41.0;20.0
8352;24;93;Mouans-Sartoux;40.0;20.0
8353;24;93;Mougins;45.0;32.0
8354;24;93;Moulinet;41.0;46.0
8355;24;93;Les Mujouls;45.0;48.0
8356;24;93;Nice;55.0;30.0
8357;24;93;Opio;44.0;44.0
8358;24;93;Pégomas;46.0;34.0
8359;24;93;Peille;39.0;47.0
8360;24;93;Peillon;40.0;43.0
8361;24;93;La Penne;34.0;29.0
8362;24;93;Péone;37.0;58.0
8363;24;93;Peymeinade;40.0;44.0
8364;24;93;Pierlas;36.0;47.0
8365;24;93;Pierrefeu;31.0;24.0
8366;24;93;Puget-Rostang;36.0;37.0
8367;24;93;Puget-Théniers;45.0;49.0
8368;24;93;Revest-les-Roches;38.0;29.0
8369;24;93;Rigaud;32.0;41.0
8370;24;93;Rimplas;34.0;29.0
8371;24;93;Roquebillière;38.0;39.0
8372;24;93;Roquebrune-Cap-Martin;40.0;37.0
8373;24;93;Roquefort-les-Pins;40.0;40.0
8374;24;93;Roquestéron;44.0;41.0
8375;24;93;La Roque-en-Provence;47.0;46.0
8376;24;93;La Roquette-sur-Siagne;45.0;34.0
8377;24;93;La Roquette-sur-Var;39.0;42.0
8378;24;93;Roubion;41.0;55.0
8379;24;93;Roure;24.0;47.0
8380;24;93;Le Rouret;44.0;21.0
8381;24;93;Sainte-Agnès;44.0;48.0
8382;24;93;Saint-André-de-la-Roche;63.0;47.0
8383;24;93;Saint-Antonin;19.0;46.0
8384;24;93;Saint-Auban;27.0;58.0
8385;24;93;Saint-Blaise;50.0;53.0
8386;24;93;Saint-Cézaire-sur-Siagne;44.0;44.0
8387;24;93;Saint-Dalmas-le-Selvage;27.0;40.0
8388;24;93;Saint-Étienne-de-Tinée;47.0;35.0
8389;24;93;Saint-Jean-Cap-Ferrat;37.0;33.0
8390;24;93;Saint-Jeannet;43.0;47.0
8391;24;93;Saint-Laurent-du-Var;45.0;59.0
8392;24;93;Saint-Léger;12.0;46.0
8393;24;93;Saint-Martin-d'Entraunes;26.0;43.0
8394;24;93;Saint-Martin-du-Var;52.0;50.0
8395;24;93;Saint-Martin-Vésubie;35.0;41.0
8396;24;93;Saint-Paul-de-Vence;43.0;50.0
8397;24;93;Saint-Sauveur-sur-Tinée;40.0;35.0
8398;24;93;Saint-Vallier-de-Thiey;45.0;48.0
8399;24;93;Sallagriffon;37.0;56.0
8400;24;93;Saorge;37.0;42.0
8401;24;93;Sauze;30.0;36.0
8402;24;93;Séranon;41.0;44.0
8403;24;93;Sigale;40.0;35.0
8404;24;93;Sospel;43.0;43.0
8405;24;93;Spéracèdes;34.0;47.0
8406;24;93;Théoule-sur-Mer;34.0;55.0
8407;24;93;Thiéry;30.0;41.0
8408;24;93;Le Tignet;39.0;44.0
8409;24;93;Toudon;43.0;39.0
8410;24;93;Touët-de-l'Escarène;58.0;39.0
8411;24;93;Touët-sur-Var;41.0;25.0
8412;24;93;La Tour;29.0;39.0
8413;24;93;Tourette-du-Château;14.0;25.0
8414;24;93;Tournefort;41.0;52.0
8415;24;93;Tourrette-Levens;44.0;61.0
8416;24;93;Tourrettes-sur-Loup;39.0;42.0
8417;24;93;La Trinité;46.0;35.0
8418;24;93;La Turbie;45.0;30.0
8419;24;93;Utelle;41.0;49.0
8420;24;93;Valbonne;80.0;58.0
8421;24;93;Valdeblore;45.0;45.0
8422;24;93;Valderoure;42.0;54.0
8423;24;93;Vallauris;42.0;25.0
8424;24;93;Venanson;41.0;34.0
8425;24;93;Vence;43.0;35.0
8426;24;93;Villars-sur-Var;47.0;36.0
8427;24;93;Villefranche-sur-Mer;34.0;55.0
8428;24;93;Villeneuve-d'Entraunes;28.0;40.0
8429;24;93;Villeneuve-Loubet;45.0;48.0
8430;24;93;La Brigue;38.0;39.0
8431;24;93;Tende;35.0;37.0
8432;24;93;Aix-en-Provence;80.0;43.0
8433;24;93;Allauch;43.0;64.0
8434;24;93;Alleins;44.0;41.0
8435;24;93;Arles;48.0;27.0
8436;24;93;Aubagne;51.0;38.0
8437;24;93;Aureille;37.0;47.0
8438;24;93;Auriol;49.0;48.0
8439;24;93;Aurons;31.0;53.0
8440;24;93;La Barben;48.0;35.0
8441;24;93;Barbentane;46.0;60.0
8442;24;93;Les Baux-de-Provence;31.0;45.0
8443;24;93;Beaurecueil;35.0;48.0
8444;24;93;Belcodène;45.0;35.0
8445;24;93;Berre-l'Étang;56.0;93.0
8446;24;93;Bouc-Bel-Air;43.0;50.0
8447;24;93;La Bouilladisse;44.0;59.0
8448;24;93;Boulbon;38.0;53.0
8449;24;93;Cabannes;45.0;43.0
8450;24;93;Cabriès;43.0;41.0
8451;24;93;Cadolive;41.0;38.0
8452;24;93;Carry-le-Rouet;35.0;52.0
8453;24;93;Cassis;41.0;39.0
8454;24;93;Ceyreste;40.0;60.0
8455;24;93;Charleval;42.0;34.0
8456;24;93;Châteauneuf-le-Rouge;50.0;52.0
8457;24;93;Châteauneuf-les-Martigues;52.0;42.0
8458;24;93;Châteaurenard;50.0;54.0
8459;24;93;La Ciotat;43.0;59.0
8460;24;93;Cornillon-Confoux;32.0;40.0
8461;24;93;Cuges-les-Pins;52.0;56.0
8462;24;93;La Destrousse;40.0;38.0
8463;24;93;Éguilles;46.0;19.0
8464;24;93;Ensuès-la-Redonne;47.0;55.0
8465;24;93;Eygalières;38.0;21.0
8466;24;93;Eyguières;46.0;66.0
8467;24;93;Eyragues;46.0;41.0
8468;24;93;La Fare-les-Oliviers;45.0;54.0
8469;24;93;Fontvieille;33.0;41.0
8470;24;93;Fos-sur-Mer;51.0;42.0
8471;24;93;Fuveau;49.0;26.0
8472;24;93;Gardanne;57.0;37.0
8473;24;93;Gémenos;41.0;58.0
8474;24;93;Gignac-la-Nerthe;49.0;47.0
8475;24;93;Grans;43.0;35.0
8476;24;93;Graveson;50.0;30.0
8477;24;93;Gréasque;41.0;55.0
8478;24;93;Istres;55.0;48.0
8479;24;93;Jouques;45.0;37.0
8480;24;93;Lamanon;36.0;52.0
8481;24;93;Lambesc;46.0;45.0
8482;24;93;Lançon-Provence;46.0;42.0
8483;24;93;Maillane;50.0;45.0
8484;24;93;Mallemort;46.0;55.0
8485;24;93;Marignane;50.0;31.0
8486;24;93;Martigues;50.0;73.0
8487;24;93;Mas-Blanc-des-Alpilles;52.0;59.0
8488;24;93;Maussane-les-Alpilles;39.0;22.0
8489;24;93;Meyrargues;49.0;36.0
8490;24;93;Meyreuil;49.0;36.0
8491;24;93;Saint-Pierre-de-Mézoargues;35.0;42.0
8492;24;93;Mimet;44.0;53.0
8493;24;93;Miramas;53.0;33.0
8494;24;93;Mollégès;41.0;20.0
8495;24;93;Mouriès;39.0;42.0
8496;24;93;Noves;48.0;30.0
8497;24;93;Orgon;53.0;58.0
8498;24;93;Paradou;31.0;32.0
8499;24;93;Pélissanne;44.0;42.0
8500;24;93;La Penne-sur-Huveaune;48.0;47.0
8501;25;93;Les Pennes-Mirabeau;43.0;47.0
8502;25;93;Peynier;36.0;33.0
8503;25;93;Peypin;47.0;32.0
8504;25;93;Peyrolles-en-Provence;49.0;43.0
8505;25;93;Plan-de-Cuques;45.0;26.0
8506;25;93;Plan-d'Orgon;40.0;41.0
8507;25;93;Port-de-Bouc;50.0;48.0
8508;25;93;Port-Saint-Louis-du-Rhône;51.0;37.0
8509;25;93;Puyloubier;45.0;44.0
8510;25;93;Le Puy-Sainte-Réparade;44.0;35.0
8511;25;93;Rognac;48.0;39.0
8512;25;93;Rognes;38.0;37.0
8513;25;93;Rognonas;43.0;29.0
8514;25;93;La Roque-d'Anthéron;46.0;36.0
8515;25;93;Roquefort-la-Bédoule;41.0;46.0
8516;25;93;Roquevaire;48.0;45.0
8517;25;93;Rousset;56.0;36.0
8518;25;93;Le Rove;43.0;31.0
8519;25;93;Saint-Andiol;50.0;42.0
8520;25;93;Saint-Antonin-sur-Bayon;26.0;34.0
8521;25;93;Saint-Cannat;42.0;36.0
8522;25;93;Saint-Chamas;50.0;35.0
8523;25;93;Saint-Estève-Janson;35.0;44.0
8524;25;93;Saint-Étienne-du-Grès;36.0;36.0
8525;25;93;Saint-Marc-Jaumegarde;40.0;35.0
8526;25;93;Saintes-Maries-de-la-Mer;32.0;37.0
8527;25;93;Saint-Martin-de-Crau;46.0;38.0
8528;25;93;Saint-Mitre-les-Remparts;38.0;44.0
8529;25;93;Saint-Paul-lès-Durance;56.0;34.0
8530;25;93;Saint-Rémy-de-Provence;39.0;30.0
8531;25;93;Saint-Savournin;43.0;38.0
8532;25;93;Saint-Victoret;52.0;31.0
8533;25;93;Salon-de-Provence;55.0;28.0
8534;25;93;Sausset-les-Pins;33.0;47.0
8535;25;93;Sénas;49.0;41.0
8536;25;93;Septèmes-les-Vallons;47.0;57.0
8537;25;93;Simiane-Collongue;45.0;39.0
8538;25;93;Tarascon;55.0;32.0
8539;25;93;Le Tholonet;45.0;23.0
8540;25;93;Trets;49.0;27.0
8541;25;93;Vauvenargues;39.0;31.0
8542;25;93;Velaux;40.0;40.0
8543;25;93;Venelles;43.0;37.0
8544;25;93;Ventabren;43.0;39.0
8545;25;93;Vernègues;47.0;40.0
8546;25;93;Verquières;54.0;40.0
8547;25;93;Vitrolles;54.0;60.0
8548;25;93;Coudoux;43.0;26.0
8549;25;93;Carnoux-en-Provence;41.0;35.0
8550;25;93;Marseille 1er Arrondissement;71.0;38.0
8551;25;93;Marseille 2e Arrondissement;64.0;76.0
8552;25;93;Marseille 3e Arrondissement;64.0;43.0
8553;25;93;Marseille 4e Arrondissement;53.0;50.0
8554;25;93;Marseille 5e Arrondissement;83.0;30.0
8555;25;93;Marseille 6e Arrondissement;68.0;40.0
8556;25;93;Marseille 7e Arrondissement;43.0;21.0
8557;25;93;Marseille 8e Arrondissement;47.0;45.0
8558;25;93;Marseille 9e Arrondissement;59.0;34.0
8559;25;93;Marseille 10e Arrondissement;64.0;14.0
8560;25;93;Marseille 11e Arrondissement;53.0;32.0
8561;25;93;Marseille 12e Arrondissement;47.0;31.0
8562;25;93;Marseille 13e Arrondissement;61.0;39.0
8563;25;93;Marseille 14e Arrondissement;62.0;30.0
8564;25;93;Marseille 15e Arrondissement;58.0;18.0
8565;25;93;Marseille 16e Arrondissement;53.0;33.0
8566;25;93;Les Adrets-de-l'Estérel;34.0;42.0
8567;25;93;Aiguines;32.0;44.0
8568;25;93;Ampus;38.0;40.0
8569;25;93;Les Arcs;44.0;38.0
8570;25;93;Artignosc-sur-Verdon;25.0;42.0
8571;25;93;Artigues;38.0;39.0
8572;25;93;Aups;38.0;50.0
8573;25;93;Bagnols-en-Forêt;39.0;43.0
8574;25;93;Bandol;31.0;41.0
8575;25;93;Bargème;35.0;33.0
8576;25;93;Bargemon;44.0;38.0
8577;25;93;Barjols;37.0;53.0
8578;25;93;La Bastide;22.0;19.0
8579;25;93;Baudinard-sur-Verdon;29.0;47.0
8580;25;93;Bauduen;35.0;39.0
8581;25;93;Le Beausset;43.0;30.0
8582;25;93;Belgentier;41.0;28.0
8583;25;93;Besse-sur-Issole;46.0;31.0
8584;25;93;Bormes-les-Mimosas;34.0;34.0
8585;25;93;Le Bourguet;21.0;56.0
8586;25;93;Bras;38.0;30.0
8587;25;93;Brenon;84.0;28.0
8588;25;93;Brignoles;54.0;49.0
8589;25;93;Brue-Auriac;45.0;39.0
8590;25;93;Cabasse;39.0;36.0
8591;25;93;La Cadière-d'Azur;38.0;23.0
8592;25;93;Callas;42.0;42.0
8593;25;93;Callian;39.0;29.0
8594;25;93;Camps-la-Source;41.0;37.0
8595;25;93;Le Cannet-des-Maures;45.0;20.0
8596;25;93;Carcès;38.0;32.0
8597;25;93;Carnoules;41.0;43.0
8598;25;93;Carqueiranne;37.0;43.0
8599;25;93;Le Castellet;37.0;36.0
8600;25;93;Cavalaire-sur-Mer;34.0;38.0
8601;25;93;La Celle;46.0;60.0
8602;25;93;Châteaudouble;40.0;34.0
8603;25;93;Châteauvert;50.0;36.0
8604;25;93;Châteauvieux;58.0;43.0
8605;25;93;Claviers;31.0;40.0
8606;25;93;Cogolin;52.0;50.0
8607;25;93;Collobrières;46.0;37.0
8608;25;93;Comps-sur-Artuby;47.0;37.0
8609;25;93;Correns;41.0;37.0
8610;25;93;Cotignac;33.0;42.0
8611;25;93;La Crau;48.0;27.0
8612;25;93;La Croix-Valmer;40.0;35.0
8613;25;93;Cuers;48.0;31.0
8614;25;93;Draguignan;51.0;45.0
8615;25;93;Entrecasteaux;36.0;26.0
8616;25;93;Esparron;37.0;0.0
8617;25;93;Évenos;42.0;52.0
8618;25;93;La Farlède;55.0;42.0
8619;25;93;Fayence;38.0;36.0
8620;25;93;Figanières;36.0;27.0
8621;25;93;Flassans-sur-Issole;47.0;50.0
8622;25;93;Flayosc;36.0;15.0
8623;25;93;Forcalqueiret;41.0;51.0
8624;25;93;Fox-Amphoux;28.0;33.0
8625;25;93;Fréjus;46.0;56.0
8626;25;93;La Garde;62.0;36.0
8627;25;93;La Garde-Freinet;38.0;44.0
8628;25;93;Garéoult;35.0;33.0
8629;25;93;Gassin;35.0;42.0
8630;25;93;Ginasservis;48.0;49.0
8631;25;93;Gonfaron;43.0;30.0
8632;25;93;Grimaud;41.0;34.0
8633;25;93;Hyères;46.0;52.0
8634;25;93;Le Lavandou;37.0;60.0
8635;25;93;La Londe-les-Maures;39.0;38.0
8636;25;93;Lorgues;39.0;37.0
8637;25;93;Le Luc;48.0;39.0
8638;25;93;La Martre;43.0;41.0
8639;25;93;Les Mayons;35.0;52.0
8640;25;93;Mazaugues;36.0;37.0
8641;25;93;Méounes-lès-Montrieux;43.0;45.0
8642;25;93;Moissac-Bellevue;23.0;32.0
8643;25;93;La Môle;44.0;36.0
8644;25;93;Mons;29.0;37.0
8645;25;93;Montauroux;40.0;50.0
8646;25;93;Montferrat;135.0;26.0
8647;25;93;Montfort-sur-Argens;36.0;35.0
8648;25;93;Montmeyan;26.0;49.0
8649;25;93;La Motte;37.0;40.0
8650;25;93;Le Muy;44.0;27.0
8651;25;93;Nans-les-Pins;38.0;32.0
8652;25;93;Néoules;46.0;44.0
8653;25;93;Ollières;45.0;46.0
8654;25;93;Ollioules;47.0;34.0
8655;25;93;Pierrefeu-du-Var;45.0;44.0
8656;25;93;Pignans;39.0;40.0
8657;25;93;Plan-d'Aups-Sainte-Baume;38.0;36.0
8658;25;93;Le Plan-de-la-Tour;37.0;41.0
8659;25;93;Pontevès;38.0;12.0
8660;25;93;Pourcieux;50.0;41.0
8661;25;93;Pourrières;42.0;51.0
8662;25;93;Le Pradet;41.0;41.0
8663;25;93;Puget-sur-Argens;50.0;41.0
8664;25;93;Puget-Ville;40.0;30.0
8665;25;93;Ramatuelle;33.0;35.0
8666;25;93;Régusse;29.0;34.0
8667;25;93;Le Revest-les-Eaux;45.0;39.0
8668;25;93;Rians;42.0;27.0
8669;25;93;Riboux;43.0;40.0
8670;25;93;Rocbaron;44.0;45.0
8671;25;93;Roquebrune-sur-Argens;35.0;21.0
8672;25;93;La Roquebrussanne;45.0;59.0
8673;25;93;La Roque-Esclapon;39.0;38.0
8674;25;93;Rougiers;48.0;39.0
8675;25;93;Sainte-Anastasie-sur-Issole;45.0;29.0
8676;25;93;Saint-Cyr-sur-Mer;40.0;37.0
8677;25;93;Saint-Julien;37.0;36.0
8678;25;93;Saint-Martin-de-Pallières;26.0;52.0
8679;25;93;Sainte-Maxime;37.0;56.0
8680;25;93;Saint-Maximin-la-Sainte-Baume;47.0;63.0
8681;25;93;Saint-Paul-en-Forêt;41.0;46.0
8682;25;93;Saint-Raphaël;34.0;28.0
8683;25;93;Saint-Tropez;33.0;30.0
8684;25;93;Saint-Zacharie;46.0;48.0
8685;25;93;Salernes;36.0;28.0
8686;25;93;Les Salles-sur-Verdon;35.0;39.0
8687;25;93;Sanary-sur-Mer;33.0;41.0
8688;25;93;Seillans;36.0;34.0
8689;25;93;Seillons-Source-d'Argens;47.0;29.0
8690;25;93;La Seyne-sur-Mer;48.0;52.0
8691;25;93;Signes;42.0;24.0
8692;25;93;Sillans-la-Cascade;38.0;45.0
8693;25;93;Six-Fours-les-Plages;36.0;42.0
8694;25;93;Solliès-Pont;47.0;38.0
8695;25;93;Solliès-Toucas;41.0;39.0
8696;25;93;Solliès-Ville;49.0;54.0
8697;25;93;Tanneron;35.0;37.0
8698;25;93;Taradeau;31.0;26.0
8699;25;93;Tavernes;34.0;31.0
8700;25;93;Le Thoronet;39.0;38.0
8701;25;93;Toulon;53.0;23.0
8702;25;93;Tourrettes;38.0;28.0
8703;25;93;Tourtour;34.0;39.0
8704;25;93;Tourves;46.0;34.0
8705;25;93;Trans-en-Provence;44.0;33.0
8706;25;93;Trigance;39.0;46.0
8707;25;93;Le Val;41.0;48.0
8708;25;93;La Valette-du-Var;50.0;34.0
8709;25;93;Varages;31.0;43.0
8710;25;93;La Verdière;35.0;33.0
8711;25;93;Vérignon;30.0;28.0
8712;25;93;Vidauban;50.0;44.0
8713;25;93;Villecroze;32.0;42.0
8714;25;93;Vinon-sur-Verdon;44.0;33.0
8715;25;93;Vins-sur-Caramy;42.0;44.0
8716;25;93;Rayol-Canadel-sur-Mer;33.0;47.0
8717;25;93;Saint-Mandrier-sur-Mer;64.0;27.0
8718;25;93;Saint-Antonin-du-Var;30.0;50.0
8719;25;93;Althen-des-Paluds;49.0;48.0
8720;25;93;Ansouis;40.0;36.0
8721;25;93;Apt;44.0;41.0
8722;25;93;Aubignan;48.0;23.0
8723;25;93;Aurel;38.0;44.0
8724;25;93;Auribeau;26.0;44.0
8725;25;93;Avignon;63.0;39.0
8726;25;93;Le Barroux;32.0;45.0
8727;25;93;La Bastide-des-Jourdans;45.0;31.0
8728;25;93;La Bastidonne;40.0;37.0
8729;25;93;Le Beaucet;44.0;49.0
8730;25;93;Beaumes-de-Venise;41.0;44.0
8731;25;93;Beaumettes;46.0;45.0
8732;25;93;Beaumont-de-Pertuis;41.0;58.0
8733;25;93;Beaumont-du-Ventoux;29.0;49.0
8734;25;93;Bédarrides;46.0;47.0
8735;25;93;Bédoin;35.0;33.0
8736;25;93;Blauvac;36.0;53.0
8737;25;93;Bollène;47.0;49.0
8738;25;93;Bonnieux;36.0;29.0
8739;25;93;Brantes;22.0;43.0
8740;25;93;Buisson;53.0;42.0
8741;25;93;Buoux;21.0;42.0
8742;25;93;Cabrières-d'Aigues;42.0;34.0
8743;25;93;Cabrières-d'Avignon;37.0;36.0
8744;25;93;Cadenet;43.0;45.0
8745;25;93;Caderousse;41.0;50.0
8746;25;93;Cairanne;39.0;37.0
8747;25;93;Camaret-sur-Aigues;44.0;37.0
8748;25;93;Caromb;40.0;39.0
8749;25;93;Carpentras;50.0;32.0
8750;25;93;Caseneuve;39.0;28.0
8751;25;93;Castellet;36.0;45.0
8752;25;93;Caumont-sur-Durance;47.0;41.0
8753;25;93;Cavaillon;51.0;39.0
8754;25;93;Châteauneuf-de-Gadagne;38.0;48.0
8755;25;93;Châteauneuf-du-Pape;49.0;36.0
8756;25;93;Cheval-Blanc;40.0;33.0
8757;25;93;Courthézon;45.0;41.0
8758;25;93;Crestet;43.0;37.0
8759;25;93;Crillon-le-Brave;30.0;41.0
8760;25;93;Cucuron;40.0;34.0
8761;25;93;Entraigues-sur-la-Sorgue;50.0;37.0
8762;25;93;Entrechaux;37.0;48.0
8763;25;93;Faucon;34.0;17.0
8764;25;93;Flassan;36.0;38.0
8765;25;93;Gargas;38.0;34.0
8766;25;93;Gignac;23.0;39.0
8767;25;93;Gigondas;42.0;47.0
8768;25;93;Gordes;27.0;48.0
8769;25;93;Goult;33.0;22.0
8770;25;93;Grambois;39.0;36.0
8771;25;93;Grillon;34.0;47.0
8772;25;93;L'Isle-sur-la-Sorgue;44.0;41.0
8773;25;93;Jonquerettes;40.0;50.0
8774;25;93;Jonquières;47.0;45.0
8775;25;93;Joucas;31.0;45.0
8776;25;93;Lacoste;28.0;51.0
8777;25;93;Lafare;29.0;38.0
8778;25;93;Lagarde-d'Apt;8.0;53.0
8779;25;93;Lagarde-Paréol;32.0;48.0
8780;25;93;Lagnes;35.0;33.0
8781;25;93;Lamotte-du-Rhône;51.0;55.0
8782;25;93;Lapalud;50.0;33.0
8783;25;93;Lauris;41.0;33.0
8784;25;93;Lioux;38.0;41.0
8785;25;93;Loriol-du-Comtat;40.0;19.0
8786;25;93;Lourmarin;31.0;28.0
8787;25;93;Malaucène;42.0;57.0
8788;25;93;Malemort-du-Comtat;46.0;45.0
8789;25;93;Maubec;46.0;46.0
8790;25;93;Mazan;43.0;40.0
8791;25;93;Ménerbes;31.0;33.0
8792;25;93;Mérindol;38.0;34.0
8793;25;93;Méthamis;35.0;43.0
8794;25;93;Mirabeau;37.0;42.0
8795;25;93;Modène;40.0;47.0
8796;25;93;Mondragon;44.0;32.0
8797;25;93;Monieux;36.0;44.0
8798;25;93;Monteux;52.0;31.0
8799;25;93;Morières-lès-Avignon;45.0;55.0
8800;25;93;Mormoiron;46.0;46.0
8801;25;93;Mornas;41.0;39.0
8802;25;93;La Motte-d'Aigues;46.0;53.0
8803;25;93;Murs;37.0;54.0
8804;25;93;Oppède;39.0;35.0
8805;25;93;Orange;52.0;41.0
8806;25;93;Pernes-les-Fontaines;42.0;29.0
8807;25;93;Pertuis;53.0;41.0
8808;25;93;Peypin-d'Aigues;37.0;47.0
8809;25;93;Piolenc;47.0;40.0
8810;25;93;Le Pontet;56.0;58.0
8811;25;93;Puget;30.0;58.0
8812;25;93;Puyméras;32.0;39.0
8813;25;93;Puyvert;37.0;32.0
8814;25;93;Rasteau;38.0;43.0
8815;25;93;Richerenches;56.0;43.0
8816;25;93;Roaix;39.0;48.0
8817;25;93;Robion;44.0;36.0
8818;25;93;La Roque-Alric;42.0;46.0
8819;25;93;La Roque-sur-Pernes;33.0;40.0
8820;25;93;Roussillon;33.0;33.0
8821;25;93;Rustrel;34.0;50.0
8822;25;93;Sablet;39.0;47.0
8823;25;93;Saignon;31.0;29.0
8824;25;93;Sainte-Cécile-les-Vignes;42.0;43.0
8825;25;93;Saint-Christol;128.0;49.0
8826;25;93;Saint-Didier;39.0;46.0
8827;25;93;Saint-Hippolyte-le-Graveyron;56.0;60.0
8828;25;93;Saint-Léger-du-Ventoux;27.0;41.0
8829;25;93;Saint-Marcellin-lès-Vaison;40.0;28.0
8830;25;93;Saint-Martin-de-Castillon;36.0;38.0
8831;25;93;Saint-Martin-de-la-Brasque;34.0;41.0
8832;25;93;Saint-Pantaléon;45.0;46.0
8833;25;93;Saint-Pierre-de-Vassols;43.0;34.0
8834;25;93;Saint-Romain-en-Viennois;32.0;45.0
8835;25;93;Saint-Roman-de-Malegarde;33.0;37.0
8836;25;93;Saint-Saturnin-lès-Apt;35.0;39.0
8837;25;93;Saint-Saturnin-lès-Avignon;47.0;43.0
8838;25;93;Saint-Trinit;31.0;32.0
8839;25;93;Sannes;50.0;44.0
8840;25;93;Sarrians;49.0;18.0
8841;25;93;Sault;33.0;21.0
8842;25;93;Saumane-de-Vaucluse;43.0;37.0
8843;25;93;Savoillan;34.0;69.0
8844;25;93;Séguret;37.0;40.0
8845;25;93;Sérignan-du-Comtat;45.0;36.0
8846;25;93;Sivergues;20.0;36.0
8847;25;93;Sorgues;56.0;25.0
8848;25;93;Suzette;34.0;36.0
8849;25;93;Taillades;36.0;40.0
8850;25;93;Le Thor;47.0;36.0
8851;25;93;La Tour-d'Aigues;44.0;54.0
8852;25;93;Travaillan;44.0;37.0
8853;25;93;Uchaux;39.0;51.0
8854;25;93;Vacqueyras;44.0;45.0
8855;25;93;Vaison-la-Romaine;39.0;52.0
8856;25;93;Valréas;44.0;30.0
8857;25;93;Fontaine-de-Vaucluse;47.0;36.0
8858;25;93;Vaugines;41.0;34.0
8859;25;93;Vedène;54.0;32.0
8860;25;93;Velleron;44.0;39.0
8861;25;93;Venasque;28.0;30.0
8862;25;93;Viens;28.0;64.0
8863;25;93;Villars;31.0;29.0
8864;25;93;Villedieu;24.0;40.0
8865;25;93;Villelaure;49.0;31.0
8866;25;93;Villes-sur-Auzon;42.0;42.0
8867;25;93;Violès;45.0;39.0
8868;25;93;Visan;42.0;39.0
8869;25;93;Vitrolles-en-Lubéron;25.0;41.0
8870;25;44;Acy-Romance;42.0;58.0
8871;25;44;Aiglemont;36.0;46.0
8872;25;44;Aire;41.0;45.0
8873;25;44;Alincourt;39.0;23.0
8874;25;44;Alland'Huy-et-Sausseuil;36.0;21.0
8875;25;44;Amagne;36.0;42.0
8876;25;44;Ambly-Fleury;36.0;39.0
8877;25;44;Anchamps;20.0;42.0
8878;25;44;Angecourt;31.0;13.0
8879;25;44;Annelles;68.0;36.0
8880;25;44;Antheny;37.0;37.0
8881;25;44;Aouste;45.0;35.0
8882;25;44;Apremont;36.0;36.0
8883;25;44;Ardeuil-et-Montfauxelles;31.0;27.0
8884;25;44;Les Grandes-Armoises;28.0;41.0
8885;25;44;Les Petites-Armoises;30.0;32.0
8886;25;44;Arnicourt;25.0;41.0
8887;25;44;Arreux;34.0;27.0
8888;25;44;Artaise-le-Vivier;43.0;22.0
8889;25;44;Asfeld;36.0;51.0
8890;25;44;Attigny;38.0;30.0
8891;25;44;Aubigny-les-Pothées;51.0;41.0
8892;25;44;Auboncourt-Vauzelles;50.0;50.0
8893;25;44;Aubrives;38.0;55.0
8894;25;44;Auflance;30.0;45.0
8895;25;44;Auge;42.0;41.0
8896;25;44;Aure;28.0;22.0
8897;25;44;Aussonce;30.0;48.0
8898;25;44;Authe;47.0;30.0
8899;25;44;Autrecourt-et-Pourron;30.0;46.0
8900;25;44;Autruche;17.0;28.0
8901;25;44;Autry;35.0;53.0
8902;25;44;Auvillers-les-Forges;41.0;30.0
8903;25;44;Avançon;39.0;41.0
8904;25;44;Avaux;37.0;35.0
8905;25;44;Les Ayvelles;41.0;43.0
8906;25;44;Baâlons;34.0;27.0
8907;25;44;Balaives-et-Butz;37.0;36.0
8908;25;44;Balan;38.0;40.0
8909;25;44;Balham;43.0;36.0
8910;25;44;Ballay;37.0;38.0
8911;25;44;Banogne-Recouvrance;38.0;39.0
8912;25;44;Barbaise;16.0;31.0
8913;25;44;Barby;46.0;43.0
8914;25;44;Bar-lès-Buzancy;45.0;39.0
8915;25;44;Bayonville;26.0;45.0
8916;25;44;Bazeilles;57.0;35.0
8917;25;44;Beaumont-en-Argonne;41.0;37.0
8918;25;44;Beffu-et-le-Morthomme;31.0;42.0
8919;25;44;Belleville-et-Châtillon-sur-Bar;67.0;53.0
8920;25;44;Belval;42.0;40.0
