;DEP;REG;LIBCOM;score_competence_administratives_region;score_competence_administratives_departement
20894;56;28;Millebosc;40.0;50.0
20895;56;28;Mirville;42.0;29.0
20896;56;28;Molagnies;46.0;62.0
20897;56;28;Monchaux-Soreng;40.0;39.0
20898;56;28;Monchy-sur-Eu;35.0;42.0
20899;56;28;Mont-Cauvaire;45.0;50.0
20900;56;28;Montérolier;49.0;74.0
20901;56;28;Montigny;37.0;39.0
20902;56;28;Montivilliers;52.0;38.0
20903;56;28;Montmain;48.0;37.0
20904;56;28;Montreuil-en-Caux;42.0;42.0
20905;56;28;Montroty;46.0;43.0
20906;56;28;Mont-Saint-Aignan;90.0;37.0
20907;56;28;Montville;48.0;32.0
20908;56;28;Morgny-la-Pommeraye;48.0;38.0
20909;56;28;Mortemer;52.0;43.0
20910;56;28;Morville-sur-Andelle;40.0;40.0
20911;56;28;Motteville;49.0;50.0
20912;56;28;Moulineaux;60.0;39.0
20913;56;28;Muchedent;36.0;37.0
20914;56;28;Nesle-Hodeng;35.0;42.0
20915;56;28;Nesle-Normandeuse;43.0;59.0
20916;56;28;Neufbosc;57.0;46.0
20917;56;28;Neufchâtel-en-Bray;51.0;52.0
20918;56;28;Neuf-Marché;44.0;46.0
20919;56;28;La Neuville-Chant-d'Oisel;40.0;51.0
20920;56;28;Neuville-Ferrières;48.0;43.0
20921;56;28;Néville;49.0;40.0
20922;56;28;Nointot;48.0;43.0
20923;56;28;Nolléval;48.0;48.0
20924;56;28;Normanville;32.0;48.0
20925;56;28;Norville;38.0;41.0
20926;56;28;Notre-Dame-d'Aliermont;46.0;43.0
20927;56;28;Notre-Dame-de-Bliquetuit;40.0;45.0
20928;56;28;Notre-Dame-de-Bondeville;55.0;50.0
20929;56;28;Franqueville-Saint-Pierre;48.0;43.0
20930;56;28;Port-Jérôme-sur-Seine;45.0;48.0
20931;56;28;Notre-Dame-du-Bec;42.0;39.0
20932;56;28;Notre-Dame-du-Parc;37.0;27.0
20933;56;28;Nullemont;49.0;43.0
20934;56;28;Ocqueville;37.0;43.0
20935;56;28;Octeville-sur-Mer;41.0;70.0
20936;56;28;Offranville;39.0;47.0
20937;56;28;Oherville;33.0;45.0
20938;56;28;Oissel;56.0;47.0
20939;56;28;Omonville;71.0;41.0
20940;56;28;Orival;50.0;39.0
20941;56;28;Osmoy-Saint-Valery;27.0;60.0
20942;56;28;Ouainville;40.0;53.0
20943;56;28;Oudalle;48.0;49.0
20944;56;28;Ourville-en-Caux;57.0;40.0
20945;56;28;Ouville-l'Abbaye;44.0;38.0
20946;56;28;Ouville-la-Rivière;41.0;40.0
20947;56;28;Paluel;44.0;36.0
20948;56;28;Parc-d'Anxtot;39.0;47.0
20949;56;28;Pavilly;51.0;42.0
20950;56;28;Petit-Couronne;59.0;43.0
20951;56;28;Le Petit-Quevilly;57.0;43.0
20952;56;28;Petiville;44.0;40.0
20953;56;28;Pierrecourt;38.0;50.0
20954;56;28;Pierrefiques;52.0;46.0
20955;56;28;Pierreval;49.0;70.0
20956;56;28;Pissy-Pôville;35.0;44.0
20957;56;28;Pleine-Sève;43.0;35.0
20958;56;28;Pommereux;36.0;39.0
20959;56;28;Pommeréval;41.0;49.0
20960;56;28;Ponts-et-Marais;43.0;51.0
20961;56;28;La Poterie-Cap-d'Antifer;29.0;53.0
20962;56;28;Préaux;40.0;31.0
20963;56;28;Prétot-Vicquemare;49.0;40.0
20964;56;28;Preuseville;26.0;52.0
20965;56;28;Puisenval;35.0;47.0
20966;56;28;Quevillon;37.0;57.0
20967;56;28;Quévreville-la-Poterie;38.0;40.0
20968;56;28;Quiberville;34.0;44.0
20969;56;28;Quièvrecourt;23.0;42.0
20970;56;28;Quincampoix;47.0;24.0
20971;56;28;Raffetot;42.0;45.0
20972;56;28;Rainfreville;53.0;45.0
20973;56;28;Réalcamp;43.0;50.0
20974;56;28;Rebets;44.0;38.0
20975;56;28;La Remuée;48.0;25.0
20976;56;28;Rétonval;49.0;56.0
20977;56;28;Reuville;53.0;33.0
20978;56;28;Ricarville-du-Val;51.0;58.0
20979;56;28;Richemont;49.0;35.0
20980;56;28;Rieux;58.0;55.0
20981;56;28;Riville;35.0;44.0
20982;56;28;Robertot;50.0;42.0
20983;56;28;Rocquefort;39.0;53.0
20984;56;28;Rocquemont;49.0;31.0
20985;56;28;Rogerville;41.0;38.0
20986;56;28;Rolleville;45.0;42.0
20987;56;28;Roncherolles-en-Bray;36.0;58.0
20988;56;28;Roncherolles-sur-le-Vivier;37.0;18.0
20989;56;28;Ronchois;43.0;43.0
20990;56;28;Rosay;46.0;59.0
20991;56;28;Rouen;95.0;35.0
20992;56;28;Roumare;39.0;33.0
20993;56;28;Routes;39.0;33.0
20994;56;28;Rouville;41.0;48.0
20995;56;28;Rouvray-Catillon;31.0;51.0
20996;56;28;Rouxmesnil-Bouteilles;52.0;45.0
20997;56;28;Royville;31.0;40.0
20998;56;28;La Rue-Saint-Pierre;38.0;56.0
20999;56;28;Ry;36.0;59.0
21000;56;28;Saâne-Saint-Just;44.0;55.0
21001;56;28;Sahurs;44.0;43.0
21002;56;28;Sainneville;44.0;38.0
21003;56;28;Sainte-Adresse;39.0;42.0
21004;56;28;Sainte-Agathe-d'Aliermont;48.0;46.0
21005;56;28;Saint-Aignan-sur-Ry;36.0;47.0
21006;56;28;Saint-André-sur-Cailly;46.0;24.0
21007;56;28;Saint-Antoine-la-Forêt;50.0;28.0
21008;56;28;Saint-Arnoult;40.0;42.0
21009;56;28;Saint-Aubin-Celloville;50.0;47.0
21010;56;28;Saint-Aubin-de-Crétot;48.0;36.0
21011;56;28;Saint-Aubin-Épinay;45.0;46.0
21012;56;28;Saint-Aubin-lès-Elbeuf;49.0;30.0
21013;56;28;Saint-Aubin-le-Cauf;33.0;39.0
21014;56;28;Saint-Aubin-Routot;72.0;45.0
21015;56;28;Saint-Aubin-sur-Mer;33.0;47.0
21016;56;28;Saint-Aubin-sur-Scie;42.0;50.0
21017;56;28;Sainte-Austreberthe;50.0;40.0
21018;56;28;Sainte-Beuve-en-Rivière;50.0;41.0
21019;56;28;Saint-Clair-sur-les-Monts;47.0;50.0
21020;56;28;Sainte-Colombe;47.0;41.0
21021;56;28;Saint-Crespin;25.0;46.0
21022;56;28;Sainte-Croix-sur-Buchy;44.0;49.0
21023;56;28;Saint-Denis-d'Aclon;47.0;46.0
21024;56;28;Saint-Denis-le-Thiboult;39.0;29.0
21025;56;28;Saint-Denis-sur-Scie;42.0;38.0
21026;56;28;Saint-Étienne-du-Rouvray;62.0;41.0
21027;56;28;Saint-Eustache-la-Forêt;49.0;51.0
21028;56;28;Sainte-Foy;38.0;26.0
21029;56;28;Sainte-Geneviève;45.0;40.0
21030;56;28;Saint-Georges-sur-Fontaine;52.0;33.0
21031;56;28;Saint-Germain-des-Essourts;42.0;57.0
21032;56;28;Saint-Germain-d'Étables;40.0;72.0
21033;56;28;Saint-Germain-sous-Cailly;49.0;42.0
21034;56;28;Saint-Germain-sur-Eaulne;50.0;38.0
21035;56;28;Saint-Gilles-de-Crétot;52.0;48.0
21036;56;28;Saint-Gilles-de-la-Neuville;41.0;63.0
21037;57;28;Sainte-Hélène-Bondeville;38.0;57.0
21038;57;28;Saint-Hellier;42.0;62.0
21039;57;28;Saint-Honoré;23.0;39.0
21040;57;28;Saint-Jacques-d'Aliermont;41.0;45.0
21041;57;28;Saint-Jacques-sur-Darnétal;36.0;51.0
21042;57;28;Saint-Jean-de-Folleville;36.0;25.0
21043;57;28;Saint-Jean-de-la-Neuville;50.0;38.0
21044;57;28;Saint-Jean-du-Cardonnay;40.0;34.0
21045;57;28;Saint-Jouin-Bruneval;45.0;34.0
21046;57;28;Saint-Laurent-de-Brèvedent;35.0;46.0
21047;57;28;Saint-Laurent-en-Caux;51.0;52.0
21048;57;28;Saint-Léger-aux-Bois;36.0;41.0
21049;57;28;Saint-Léger-du-Bourg-Denis;49.0;46.0
21050;57;28;Saint-Léonard;38.0;34.0
21051;57;28;Saint-Lucien;29.0;35.0
21052;57;28;Saint-Maclou-de-Folleville;49.0;54.0
21053;57;28;Saint-Maclou-la-Brière;46.0;47.0
21054;57;28;Saint-Mards;39.0;52.0
21055;57;28;Sainte-Marguerite-sur-Mer;26.0;37.0
21056;57;28;Morienne;44.0;46.0
21057;57;28;Sainte-Marguerite-sur-Duclair;44.0;40.0
21058;57;28;Sainte-Marie-au-Bosc;32.0;34.0
21059;57;28;Sainte-Marie-des-Champs;41.0;36.0
21060;57;28;Saint-Martin-aux-Arbres;40.0;36.0
21061;57;28;Saint-Martin-au-Bosc;39.0;37.0
21062;57;28;Saint-Martin-aux-Buneaux;48.0;45.0
21063;57;28;Saint-Martin-de-Boscherville;34.0;47.0
21064;57;28;Saint-Martin-du-Bec;43.0;33.0
21065;57;28;Saint-Martin-du-Manoir;33.0;45.0
21066;57;28;Saint-Martin-du-Vivier;37.0;55.0
21067;57;28;Petit-Caux;45.0;43.0
21068;57;28;Saint-Martin-le-Gaillard;39.0;43.0
21069;57;28;Saint-Martin-l'Hortier;38.0;45.0
21070;57;28;Saint-Martin-Osmonville;47.0;48.0
21071;57;28;Saint-Maurice-d'Ételan;48.0;43.0
21072;57;28;Saint-Michel-d'Halescourt;27.0;47.0
21073;57;28;Saint-Nicolas-d'Aliermont;41.0;56.0
21074;57;28;Saint-Nicolas-de-la-Haie;49.0;46.0
21075;57;28;Saint-Nicolas-de-la-Taille;49.0;44.0
21076;57;28;Saint-Ouen-du-Breuil;43.0;45.0
21077;57;28;Saint-Ouen-le-Mauger;43.0;42.0
21078;57;28;Saint-Ouen-sous-Bailly;42.0;54.0
21079;57;28;Saint-Paër;42.0;27.0
21080;57;28;Saint-Pierre-Bénouville;42.0;31.0
21081;57;28;Saint-Pierre-de-Manneville;43.0;45.0
21082;57;28;Saint-Pierre-des-Jonquières;51.0;32.0
21083;57;28;Saint-Pierre-de-Varengeville;40.0;58.0
21084;57;28;Saint-Pierre-en-Port;33.0;45.0
21085;57;28;Saint-Pierre-en-Val;42.0;42.0
21086;57;28;Saint-Pierre-lès-Elbeuf;45.0;37.0
21087;57;28;Saint-Pierre-le-Vieux;47.0;41.0
21088;57;28;Saint-Pierre-le-Viger;38.0;39.0
21089;57;28;Saint-Rémy-Boscrocourt;41.0;39.0
21090;57;28;Saint-Riquier-en-Rivière;57.0;33.0
21091;57;28;Saint-Riquier-ès-Plains;47.0;50.0
21092;57;28;Saint-Romain-de-Colbosc;44.0;51.0
21093;57;28;Saint-Saëns;45.0;21.0
21094;57;28;Saint-Saire;52.0;44.0
21095;57;28;Saint-Sauveur-d'Émalleville;48.0;43.0
21096;57;28;Saint-Sylvain;60.0;43.0
21097;57;28;Saint-Vaast-d'Équiqueville;50.0;27.0
21098;57;28;Saint-Vaast-Dieppedalle;50.0;32.0
21099;57;28;Saint-Vaast-du-Val;47.0;37.0
21100;57;28;Saint-Valery-en-Caux;43.0;37.0
21101;57;28;Saint-Victor-l'Abbaye;58.0;43.0
21102;57;28;Saint-Vigor-d'Ymonville;45.0;33.0
21103;57;28;Saint-Vincent-Cramesnil;50.0;37.0
21104;57;28;Sandouville;53.0;47.0
21105;57;28;Sassetot-le-Malgardé;26.0;37.0
21106;57;28;Sassetot-le-Mauconduit;39.0;40.0
21107;57;28;Sasseville;46.0;44.0
21108;57;28;Sauchay;37.0;34.0
21109;57;28;Saumont-la-Poterie;49.0;34.0
21110;57;28;Sauqueville;42.0;48.0
21111;57;28;Saussay;56.0;54.0
21112;57;28;Sausseuzemare-en-Caux;29.0;32.0
21113;57;28;Senneville-sur-Fécamp;44.0;43.0
21114;57;28;Sept-Meules;35.0;52.0
21115;57;28;Serqueux;49.0;44.0
21116;57;28;Servaville-Salmonville;46.0;41.0
21117;57;28;Sévis;48.0;52.0
21118;57;28;Sierville;41.0;33.0
21119;57;28;Sigy-en-Bray;34.0;40.0
21120;57;28;Smermesnil;58.0;48.0
21121;57;28;Sommery;45.0;65.0
21122;57;28;Sommesnil;52.0;41.0
21123;57;28;Sorquainville;40.0;40.0
21124;57;28;Sotteville-lès-Rouen;46.0;35.0
21125;57;28;Sotteville-sous-le-Val;43.0;33.0
21126;57;28;Sotteville-sur-Mer;56.0;36.0
21127;57;28;Tancarville;45.0;47.0
21128;57;28;Thérouldeville;44.0;48.0
21129;57;28;Theuville-aux-Maillots;46.0;48.0
21130;57;28;Thiergeville;53.0;42.0
21131;57;28;Thiétreville;47.0;89.0
21132;57;28;Thil-Manneville;44.0;47.0
21133;57;28;Le Thil-Riberpré;41.0;39.0
21134;57;28;Thiouville;46.0;49.0
21135;57;28;Le Tilleul;32.0;40.0
21136;57;28;Tocqueville-en-Caux;53.0;43.0
21137;57;28;Tocqueville-les-Murs;38.0;49.0
21138;57;28;Torcy-le-Grand;37.0;49.0
21139;57;28;Torcy-le-Petit;39.0;46.0
21140;57;28;Le Torp-Mesnil;44.0;54.0
21141;57;28;Tôtes;58.0;38.0
21142;57;28;Touffreville-la-Corbeline;47.0;44.0
21143;57;28;Touffreville-sur-Eu;42.0;45.0
21144;57;28;Tourville-la-Rivière;48.0;35.0
21145;57;28;Tourville-les-Ifs;48.0;52.0
21146;57;28;Tourville-sur-Arques;40.0;51.0
21147;57;28;Toussaint;34.0;29.0
21148;57;28;Le Trait;49.0;31.0
21149;57;28;Trémauville;20.0;31.0
21150;57;28;Le Tréport;44.0;46.0
21151;57;28;La Trinité-du-Mont;39.0;39.0
21152;57;28;Les Trois-Pierres;39.0;31.0
21153;57;28;Trouville;38.0;42.0
21154;57;28;Turretot;43.0;45.0
21155;57;28;Val-de-la-Haye;42.0;50.0
21156;57;28;Valliquerville;42.0;33.0
21157;57;28;Valmont;43.0;32.0
21158;57;28;Varengeville-sur-Mer;25.0;36.0
21159;57;28;Varneville-Bretteville;45.0;26.0
21160;57;28;Vassonville;40.0;40.0
21161;57;28;Vatierville;35.0;12.0
21162;57;28;Vattetot-sous-Beaumont;48.0;56.0
21163;57;28;Vattetot-sur-Mer;30.0;57.0
21164;57;28;Vatteville-la-Rue;40.0;43.0
21165;57;28;La Vaupalière;38.0;45.0
21166;57;28;Veauville-lès-Baons;42.0;42.0
21167;57;28;Veauville-lès-Quelles;59.0;39.0
21168;57;28;Vénestanville;67.0;21.0
21169;57;28;Butot-Vénesville;49.0;50.0
21170;57;28;Ventes-Saint-Rémy;49.0;39.0
21171;57;28;Vergetot;44.0;34.0
21172;57;28;Veules-les-Roses;36.0;44.0
21173;57;28;Veulettes-sur-Mer;41.0;48.0
21174;57;28;Vibeuf;36.0;45.0
21175;57;28;Vieux-Manoir;46.0;54.0
21176;57;28;Vieux-Rouen-sur-Bresle;48.0;55.0
21177;57;28;La Vieux-Rue;46.0;29.0
21178;57;28;Villainville;44.0;39.0
21179;57;28;Villers-Écalles;40.0;29.0
21180;57;28;Villers-sous-Foucarmont;51.0;49.0
21181;57;28;Villy-sur-Yères;36.0;69.0
21182;57;28;Vinnemerville;58.0;42.0
21183;57;28;Virville;57.0;48.0
21184;57;28;Vittefleur;31.0;50.0
21185;57;28;Wanchy-Capval;40.0;51.0
21186;57;28;Yainville;50.0;43.0
21187;57;28;Yébleron;49.0;41.0
21188;57;28;Yerville;44.0;46.0
21189;57;28;Ymare;41.0;44.0
21190;57;28;Yport;46.0;32.0
21191;57;28;Ypreville-Biville;49.0;36.0
21192;57;28;Yquebeuf;31.0;42.0
21193;57;28;Yvecrique;49.0;42.0
21194;57;28;Yvetot;49.0;42.0
21195;57;28;Yville-sur-Seine;35.0;47.0
21196;57;75;Abzac;30.0;44.0
21197;57;75;Les Adjots;48.0;35.0
21198;57;75;Agris;51.0;40.0
21199;57;75;Aigre;34.0;37.0
21200;57;75;Alloue;33.0;38.0
21201;57;75;Ambérac;38.0;38.0
21202;57;75;Ambernac;34.0;36.0
21203;57;75;Ambleville;35.0;39.0
21204;57;75;Anais;47.0;44.0
21205;57;75;Angeac-Champagne;44.0;40.0
21206;57;75;Angeac-Charente;34.0;43.0
21207;57;75;Angeduc;25.0;43.0
21208;57;75;Angoulême;72.0;39.0
21209;57;75;Ansac-sur-Vienne;42.0;43.0
21210;57;75;Anville;45.0;41.0
21211;57;75;Ars;31.0;41.0
21212;57;75;Asnières-sur-Nouère;38.0;33.0
21213;57;75;Aubeterre-sur-Dronne;29.0;45.0
21214;57;75;Aunac-sur-Charente;40.0;36.0
21215;57;75;Aussac-Vadalle;40.0;45.0
21216;57;75;Baignes-Sainte-Radegonde;38.0;48.0
21217;57;75;Balzac;34.0;44.0
21218;57;75;Barbezières;35.0;45.0
21219;57;75;Barbezieux-Saint-Hilaire;46.0;44.0
21220;57;75;Bardenac;46.0;33.0
21221;57;75;Barret;34.0;46.0
21222;57;75;Barro;37.0;35.0
21223;57;75;Bassac;48.0;34.0
21224;57;75;Bazac;42.0;49.0
21225;57;75;Beaulieu-sur-Sonnette;30.0;43.0
21226;57;75;Bécheresse;31.0;34.0
21227;57;75;Bellon;25.0;34.0
21228;57;75;Benest;36.0;44.0
21229;57;75;Bernac;42.0;31.0
21230;57;75;Berneuil;44.0;38.0
21231;57;75;Bessac;20.0;46.0
21232;57;75;Bessé;28.0;48.0
21233;57;75;Bioussac;33.0;42.0
21234;57;75;Birac;40.0;49.0
21235;57;75;Côteaux du Blanzacais;46.0;37.0
21236;57;75;Blanzaguet-Saint-Cybard;46.0;48.0
21237;57;75;Boisbreteau;35.0;34.0
21238;57;75;Bonnes;38.0;29.0
21239;57;75;Bonneuil;38.0;46.0
21240;57;75;Bonneville;39.0;53.0
21241;57;75;Bors (Canton de Tude-et-Lavalette);36.0;47.0
21242;57;75;Bors (Canton de Charente-Sud);45.0;46.0
21243;57;75;Le Bouchage;15.0;41.0
21244;57;75;Bouëx;41.0;51.0
21245;57;75;Bourg-Charente;42.0;40.0
21246;57;75;Bouteville;28.0;49.0
21247;57;75;Boutiers-Saint-Trojan;35.0;39.0
21248;57;75;Brettes;39.0;49.0
21249;57;75;Bréville;37.0;32.0
21250;57;75;Brie;62.0;45.0
21251;57;75;Brie-sous-Barbezieux;37.0;51.0
21252;57;75;Brie-sous-Chalais;47.0;45.0
21253;57;75;Brigueuil;42.0;27.0
21254;57;75;Brillac;35.0;39.0
21255;57;75;Brossac;33.0;46.0
21256;57;75;Bunzac;41.0;54.0
21257;57;75;Cellefrouin;47.0;48.0
21258;57;75;Cellettes;41.0;50.0
21259;57;75;Chabanais;37.0;35.0
21260;57;75;Chabrac;57.0;65.0
21261;57;75;Chadurie;51.0;38.0
21262;57;75;Chalais;37.0;39.0
21263;57;75;Challignac;45.0;45.0
21264;57;75;Champagne-Vigny;25.0;48.0
21265;57;75;Champagne-Mouton;28.0;54.0
21266;57;75;Champmillon;44.0;45.0
21267;57;75;Champniers;39.0;36.0
21268;57;75;Chantillac;35.0;43.0
21269;57;75;La Chapelle;23.0;37.0
21270;57;75;Boisné-La Tude;38.0;57.0
21271;57;75;Charmé;34.0;46.0
21272;57;75;Charras;31.0;34.0
21273;57;75;Chasseneuil-sur-Bonnieure;44.0;41.0
21274;57;75;Chassenon;37.0;43.0
21275;57;75;Chassiecq;33.0;44.0
21276;57;75;Chassors;41.0;50.0
21277;57;75;Châteaubernard;47.0;32.0
21278;57;75;Châteauneuf-sur-Charente;39.0;44.0
21279;57;75;Châtignac;31.0;48.0
21280;57;75;Chazelles;40.0;31.0
21281;57;75;Chenon;29.0;49.0
21282;57;75;Cherves-Châtelars;35.0;43.0
21283;57;75;Cherves-Richemont;48.0;33.0
21284;57;75;La Chèvrerie;32.0;48.0
21285;57;75;Chillac;37.0;45.0
21286;57;75;Chirac;28.0;34.0
21287;57;75;Claix;41.0;41.0
21288;57;75;Cognac;60.0;61.0
21289;57;75;Combiers;18.0;65.0
21290;57;75;Condac;47.0;37.0
21291;57;75;Condéon;46.0;46.0
21292;57;75;Confolens;41.0;48.0
21293;57;75;Coulgens;42.0;34.0
21294;57;75;Coulonges;38.0;36.0
21295;57;75;Courbillac;50.0;53.0
21296;57;75;Courcôme;45.0;29.0
21297;57;75;Courgeac;44.0;42.0
21298;57;75;Courlac;6.0;42.0
21299;57;75;La Couronne;67.0;39.0
21300;57;75;Couture;32.0;26.0
21301;57;75;Criteuil-la-Magdeleine;42.0;42.0
21302;57;75;Curac;44.0;36.0
21303;57;75;Deviat;34.0;42.0
21304;57;75;Dignac;34.0;53.0
21305;57;75;Dirac;38.0;55.0
21306;57;75;Douzat;44.0;46.0
21307;57;75;Ébréon;39.0;43.0
21308;57;75;Échallat;38.0;41.0
21309;57;75;Écuras;26.0;42.0
21310;57;75;Édon;31.0;45.0
21311;57;75;Empuré;44.0;44.0
21312;57;75;Épenède;34.0;52.0
21313;57;75;Les Essards;21.0;42.0
21314;57;75;Esse;36.0;48.0
21315;57;75;Étagnac;38.0;64.0
21316;57;75;Étriac;39.0;34.0
21317;57;75;Exideuil;34.0;41.0
21318;57;75;Eymouthiers;32.0;23.0
21319;57;75;La Faye;35.0;41.0
21320;57;75;Feuillade;36.0;43.0
21321;57;75;Fléac;42.0;45.0
21322;57;75;Fleurac;51.0;35.0
21323;57;75;Fontclaireau;44.0;42.0
21324;57;75;Fontenille;27.0;40.0
21325;57;75;La Forêt-de-Tessé;32.0;46.0
21326;57;75;Fouquebrune;35.0;46.0
21327;57;75;Fouqueure;45.0;50.0
21328;57;75;Foussignac;39.0;49.0
21329;57;75;Garat;35.0;38.0
21330;57;75;Gardes-le-Pontaroux;33.0;35.0
21331;57;75;Genac-Bignac;43.0;28.0
21332;57;75;Genouillac;37.0;46.0
21333;57;75;Gensac-la-Pallue;36.0;41.0
21334;57;75;Genté;44.0;33.0
21335;57;75;Gimeux;41.0;58.0
21336;57;75;Gondeville;45.0;45.0
21337;57;75;Gond-Pontouvre;48.0;34.0
21338;57;75;Les Gours;49.0;61.0
21339;57;75;Gourville;40.0;49.0
21340;57;75;Le Grand-Madieu;36.0;46.0
21341;57;75;Grassac;33.0;36.0
21342;57;75;Guimps;35.0;51.0
21343;57;75;Guizengeard;42.0;43.0
21344;57;75;Gurat;38.0;49.0
21345;57;75;Hiersac;51.0;47.0
21346;57;75;Hiesse;34.0;37.0
21347;57;75;Houlette;55.0;42.0
21348;57;75;L'Isle-d'Espagnac;48.0;32.0
21349;57;75;Jarnac;49.0;40.0
21350;57;75;Jauldes;43.0;38.0
21351;57;75;Javrezac;39.0;48.0
21352;57;75;Juignac;27.0;45.0
21353;57;75;Juillac-le-Coq;37.0;37.0
21354;57;75;Juillé;36.0;38.0
21355;57;75;Julienne;37.0;36.0
21356;57;75;Val des Vignes;34.0;50.0
21357;57;75;Lachaise;41.0;52.0
21358;57;75;Ladiville;36.0;42.0
21359;57;75;Lagarde-sur-le-Né;45.0;38.0
21360;57;75;Laprade;42.0;46.0
21361;57;75;Lessac;51.0;39.0
21362;57;75;Lesterps;40.0;52.0
21363;57;75;Lésignac-Durand;31.0;38.0
21364;57;75;Lichères;11.0;42.0
21365;57;75;Ligné;30.0;46.0
21366;57;75;Lignières-Sonneville;37.0;43.0
21367;57;75;Linars;33.0;33.0
21368;57;75;Le Lindois;41.0;44.0
21369;57;75;Londigny;30.0;38.0
21370;57;75;Longré;35.0;41.0
21371;57;75;Lonnes;19.0;48.0
21372;57;75;Roumazières-Loubert;42.0;45.0
21373;57;75;Louzac-Saint-André;40.0;20.0
21374;57;75;Lupsault;40.0;27.0
21375;57;75;Lussac;39.0;49.0
21376;57;75;Luxé;32.0;35.0
21377;57;75;La Magdeleine;33.0;40.0
21378;57;75;Magnac-Lavalette-Villars;53.0;49.0
21379;57;75;Magnac-sur-Touvre;37.0;35.0
21380;57;75;Maine-de-Boixe;37.0;40.0
21381;57;75;Mainxe;36.0;35.0
21382;57;75;Mainzac;23.0;38.0
21383;57;75;Bellevigne;41.0;46.0
21384;57;75;Manot;39.0;39.0
21385;57;75;Mansle;45.0;44.0
21386;57;75;Marcillac-Lanville;36.0;48.0
21387;57;75;Mareuil;39.0;55.0
21388;57;75;Marillac-le-Franc;29.0;43.0
21389;57;75;Marsac;43.0;36.0
21390;57;75;Marthon;36.0;37.0
21391;57;75;Massignac;25.0;41.0
21392;57;75;Mazerolles;24.0;40.0
21393;57;75;Mazières;33.0;34.0
21394;57;75;Médillac;30.0;40.0
21395;57;75;Mérignac;34.0;42.0
21396;57;75;Merpins;38.0;47.0
21397;57;75;Mesnac;52.0;51.0
21398;57;75;Les Métairies;42.0;59.0
21399;57;75;Mons;46.0;42.0
21400;57;75;Montboyer;40.0;37.0
21401;57;75;Montbron;36.0;48.0
21402;57;75;Montmérac;35.0;46.0
21403;57;75;Montemboeuf;27.0;39.0
21404;57;75;Montignac-Charente;32.0;39.0
21405;57;75;Montignac-le-Coq;46.0;30.0
21406;57;75;Montigné;34.0;45.0
21407;57;75;Montjean;34.0;40.0
21408;57;75;Montmoreau;39.0;32.0
21409;57;75;Montrollet;32.0;51.0
21410;57;75;Mornac;44.0;28.0
21411;57;75;Mosnac;46.0;46.0
21412;57;75;Moulidars;36.0;33.0
21413;57;75;Mouthiers-sur-Boëme;38.0;35.0
21414;57;75;Mouton;35.0;42.0
21415;57;75;Moutonneau;54.0;38.0
21416;57;75;Mouzon;40.0;45.0
21417;57;75;Nabinaud;28.0;58.0
21418;57;75;Nanclars;29.0;26.0
21419;57;75;Nanteuil-en-Vallée;39.0;67.0
21420;57;75;Nercillac;37.0;26.0
21421;57;75;Nersac;51.0;47.0
21422;57;75;Nieuil;34.0;43.0
21423;57;75;Nonac;30.0;48.0
21424;57;75;Oradour;26.0;44.0
21425;57;75;Oradour-Fanais;33.0;38.0
21426;57;75;Orgedeuil;36.0;33.0
21427;57;75;Oriolles;42.0;40.0
21428;57;75;Orival;35.0;66.0
21429;57;75;Paizay-Naudouin-Embourie;41.0;48.0
21430;57;75;Palluaud;33.0;40.0
21431;57;75;Parzac;22.0;37.0
21432;57;75;Passirac;37.0;46.0
21433;57;75;Pérignac;38.0;63.0
21434;57;75;La Péruse;34.0;53.0
21435;57;75;Pillac;31.0;38.0
21436;57;75;Les Pins;36.0;31.0
21437;57;75;Plassac-Rouffiac;28.0;42.0
21438;57;75;Pleuville;30.0;61.0
21439;57;75;Poullignac;47.0;35.0
21440;57;75;Poursac;35.0;35.0
21441;57;75;Pranzac;34.0;41.0
21442;57;75;Pressignac;30.0;37.0
21443;57;75;Puymoyen;31.0;48.0
21444;57;75;Puyréaux;46.0;41.0
21445;57;75;Raix;46.0;36.0
21446;57;75;Rancogne;44.0;51.0
21447;57;75;Ranville-Breuillaud;25.0;41.0
21448;57;75;Reignac;51.0;41.0
21449;57;75;Réparsac;47.0;36.0
21450;57;75;Rioux-Martin;35.0;32.0
21451;57;75;Rivières;34.0;40.0
21452;57;75;La Rochefoucauld;43.0;35.0
21453;57;75;La Rochette;47.0;53.0
21454;57;75;Ronsenac;35.0;43.0
21455;57;75;Rouffiac;36.0;48.0
21456;57;75;Rougnac;33.0;47.0
21457;57;75;Rouillac;45.0;42.0
21458;57;75;Roullet-Saint-Estèphe;44.0;37.0
21459;57;75;Roussines;27.0;43.0
21460;57;75;Rouzède;29.0;38.0
21461;57;75;Ruelle-sur-Touvre;46.0;39.0
21462;57;75;Ruffec;54.0;44.0
21463;57;75;Saint-Adjutory;47.0;41.0
21464;57;75;Saint-Amant-de-Boixe;40.0;35.0
21465;57;75;Graves-Saint-Amant;54.0;38.0
21466;57;75;Saint-Amant-de-Nouère;32.0;53.0
21467;57;75;Val-de-Bonnieure;35.0;38.0
21468;57;75;Saint-Aulais-la-Chapelle;32.0;37.0
21469;57;75;Saint-Avit;37.0;34.0
21470;57;75;Saint-Bonnet;37.0;33.0
21471;57;75;Saint-Brice;33.0;49.0
21472;57;75;Saint-Christophe;27.0;44.0
