;DEP;REG;nom_commune;score_acces_interface_numerique_region;score_acces_interface_numerique_departement;score_competence_administratives_region;score_competence_administratives_departement
3066;9;84;Pulvérières;79.0;122.0;39.0;33.0
3067;9;84;Puy-Guillaume;130.0;152.0;40.0;33.0
3068;9;84;Puy-Saint-Gulmier;136.0;94.0;27.0;26.0
3069;9;84;Le Quartier;178.0;141.0;18.0;22.0
3070;9;84;Queuille;107.0;75.0;33.0;40.0
3071;9;84;Randan;142.0;88.0;42.0;32.0
3072;9;84;Ravel;96.0;113.0;32.0;51.0
3073;9;84;Reignat;72.0;62.0;42.0;49.0
3074;9;84;La Renaudie;199.0;216.0;16.0;0.0
3075;9;84;Rentières;178.0;60.0;24.0;55.0
3076;9;84;Riom;104.0;150.0;48.0;29.0
3077;9;84;Ris;124.0;131.0;34.0;38.0
3078;9;84;La Roche-Blanche;95.0;101.0;36.0;25.0
3079;9;84;Roche-Charles-la-Mayrand;168.0;81.0;81.0;73.0
3080;9;84;Roche-d'Agoux;125.0;79.0;44.0;26.0
3081;9;84;Rochefort-Montagne;161.0;92.0;45.0;50.0
3082;9;84;La Roche-Noire;73.0;65.0;38.0;59.0
3083;9;84;Romagnat;115.0;102.0;40.0;43.0
3084;9;84;Royat;101.0;119.0;47.0;28.0
3085;9;84;Saillant;157.0;117.0;37.0;39.0
3086;9;84;Sainte-Agathe;160.0;114.0;20.0;32.0
3087;9;84;Saint-Agoulin;91.0;106.0;54.0;39.0
3088;9;84;Saint-Alyre-d'Arlanc;182.0;117.0;26.0;31.0
3089;9;84;Saint-Alyre-ès-Montagne;196.0;105.0;37.0;32.0
3090;9;84;Saint-Amant-Roche-Savine;135.0;56.0;35.0;68.0
3091;9;84;Saint-Amant-Tallende;115.0;134.0;34.0;17.0
3092;9;84;Saint-André-le-Coq;93.0;75.0;38.0;61.0
3093;9;84;Saint-Angel;102.0;112.0;34.0;38.0
3094;9;84;Saint-Anthème;187.0;50.0;29.0;54.0
3095;9;84;Saint-Avit;184.0;74.0;20.0;50.0
3096;9;84;Saint-Babel;83.0;97.0;36.0;54.0
3097;9;84;Saint-Beauzire;88.0;109.0;38.0;54.0
3098;9;84;Saint-Bonnet-le-Bourg;143.0;131.0;35.0;28.0
3099;9;84;Saint-Bonnet-le-Chastel;180.0;55.0;28.0;50.0
3100;9;84;Saint-Bonnet-lès-Allier;64.0;79.0;45.0;47.0
3101;9;84;Saint-Bonnet-près-Orcival;106.0;115.0;26.0;50.0
3102;9;84;Saint-Bonnet-près-Riom;71.0;101.0;38.0;63.0
3103;9;84;Sainte-Catherine;240.0;143.0;22.0;36.0
3104;9;84;Sainte-Christine;119.0;126.0;47.0;34.0
3105;9;84;Saint-Cirgues-sur-Couze;109.0;71.0;35.0;39.0
3106;9;84;Saint-Clément-de-Valorgue;148.0;87.0;21.0;41.0
3107;9;84;Saint-Clément-de-Régnat;97.0;107.0;41.0;49.0
3108;9;84;Saint-Denis-Combarnazat;93.0;94.0;38.0;47.0
3109;9;84;Saint-Dier-d'Auvergne;142.0;74.0;30.0;39.0
3110;9;84;Saint-Diéry;88.0;93.0;27.0;61.0
3111;9;84;Saint-Donat;158.0;58.0;35.0;59.0
3112;9;84;Saint-Éloy-la-Glacière;123.0;79.0;25.0;59.0
3113;9;84;Saint-Éloy-les-Mines;153.0;92.0;36.0;43.0
3114;9;84;Saint-Étienne-des-Champs;107.0;106.0;24.0;56.0
3115;9;84;Saint-Étienne-sur-Usson;123.0;100.0;40.0;28.0
3116;9;84;Saint-Ferréol-des-Côtes;128.0;107.0;28.0;38.0
3117;9;84;Saint-Floret;134.0;89.0;43.0;57.0
3118;9;84;Saint-Flour;92.0;93.0;29.0;40.0
3119;9;84;Saint-Gal-sur-Sioule;128.0;73.0;25.0;56.0
3120;9;84;Saint-Genès-Champanelle;66.0;114.0;34.0;31.0
3121;9;84;Saint-Genès-Champespe;177.0;114.0;27.0;32.0
3122;9;84;Saint-Genès-du-Retz;95.0;152.0;31.0;0.0
3123;9;84;Saint-Genès-la-Tourette;143.0;94.0;23.0;51.0
3124;9;84;Saint-Georges-de-Mons;125.0;99.0;36.0;22.0
3125;9;84;Saint-Georges-sur-Allier;77.0;89.0;34.0;41.0
3126;9;84;Saint-Germain-près-Herment;153.0;70.0;34.0;21.0
3127;9;84;Saint-Germain-Lembron;120.0;77.0;39.0;43.0
3128;9;84;Saint-Germain-l'Herm;159.0;63.0;24.0;75.0
3129;9;84;Saint-Gervais-d'Auvergne;141.0;139.0;42.0;18.0
3130;9;84;Saint-Gervais-sous-Meymont;159.0;118.0;27.0;60.0
3131;9;84;Saint-Gervazy;101.0;94.0;36.0;26.0
3132;9;84;Saint-Hérent;133.0;88.0;43.0;57.0
3133;9;84;Saint-Hilaire-la-Croix;84.0;87.0;32.0;37.0
3134;9;84;Saint-Hilaire-les-Monges;126.0;86.0;32.0;27.0
3135;9;84;Saint-Hilaire;167.0;86.0;21.0;51.0
3136;9;84;Saint-Ignat;80.0;148.0;32.0;13.0
3137;9;84;Saint-Jacques-d'Ambur;145.0;108.0;28.0;30.0
3138;9;84;Saint-Jean-d'Heurs;140.0;96.0;32.0;64.0
3139;9;84;Saint-Jean-des-Ollières;158.0;116.0;30.0;32.0
3140;9;84;Saint-Jean-en-Val;102.0;125.0;30.0;53.0
3141;9;84;Saint-Jean-Saint-Gervais;126.0;88.0;42.0;60.0
3142;9;84;Saint-Julien-de-Coppel;81.0;100.0;39.0;44.0
3143;9;84;Saint-Julien-la-Geneste;153.0;86.0;23.0;28.0
3144;9;84;Saint-Julien-Puy-Lavèze;126.0;68.0;26.0;86.0
3145;9;84;Saint-Just;179.0;97.0;30.0;16.0
3146;9;84;Saint-Laure;55.0;81.0;30.0;54.0
3147;9;84;Saint-Maigner;120.0;93.0;27.0;44.0
3148;9;84;Saint-Martin-des-Olmes;101.0;63.0;43.0;50.0
3149;9;84;Saint-Martin-des-Plains;105.0;58.0;33.0;48.0
3150;9;84;Saint-Martin-d'Ollières;139.0;72.0;27.0;32.0
3151;9;84;Saint-Maurice-près-Pionsat;180.0;86.0;31.0;33.0
3152;9;84;Saint-Maurice;95.0;85.0;31.0;44.0
3153;9;84;Saint-Myon;92.0;118.0;33.0;35.0
3154;9;84;Saint-Nectaire;139.0;113.0;36.0;28.0
3155;9;84;Saint-Ours;100.0;120.0;32.0;26.0
3156;9;84;Saint-Pardoux;124.0;94.0;37.0;51.0
3157;9;84;Saint-Pierre-Colamine;100.0;89.0;38.0;52.0
3158;9;84;Saint-Pierre-la-Bourlhonne;185.0;185.0;14.0;0.0
3159;9;84;Saint-Pierre-le-Chastel;77.0;110.0;40.0;35.0
3160;9;84;Saint-Pierre-Roche;98.0;86.0;37.0;40.0
3161;9;84;Saint-Priest-Bramefant;115.0;115.0;41.0;34.0
3162;9;84;Saint-Priest-des-Champs;145.0;101.0;32.0;42.0
3163;9;84;Saint-Quentin-sur-Sauxillanges;69.0;73.0;33.0;52.0
3164;9;84;Saint-Quintin-sur-Sioule;117.0;92.0;34.0;58.0
3165;9;84;Saint-Rémy-de-Blot;120.0;94.0;27.0;55.0
3166;9;84;Saint-Rémy-de-Chargnat;77.0;102.0;49.0;56.0
3167;9;84;Saint-Rémy-sur-Durolle;149.0;155.0;35.0;38.0
3168;9;84;Saint-Romain;139.0;143.0;27.0;39.0
3169;9;84;Saint-Sandoux;76.0;88.0;33.0;22.0
3170;9;84;Saint-Saturnin;78.0;69.0;32.0;65.0
3171;9;84;Saint-Sauves-d'Auvergne;123.0;95.0;43.0;55.0
3172;9;84;Saint-Sauveur-la-Sagne;197.0;75.0;23.0;46.0
3173;9;84;Saint-Sulpice;146.0;92.0;36.0;31.0
3174;10;84;Saint-Sylvestre-Pragoulin;113.0;108.0;28.0;49.0
3175;10;84;Saint-Victor-la-Rivière;104.0;122.0;39.0;41.0
3176;10;84;Saint-Victor-Montvianeix;90.0;101.0;47.0;46.0
3177;10;84;Saint-Vincent;93.0;118.0;27.0;40.0
3178;10;84;Saint-Yvoine;77.0;130.0;37.0;48.0
3179;10;84;Sallèdes;85.0;121.0;36.0;17.0
3180;10;84;Sardon;93.0;94.0;36.0;52.0
3181;10;84;Saulzet-le-Froid;107.0;100.0;23.0;34.0
3182;10;84;Sauret-Besserve;140.0;119.0;29.0;45.0
3183;10;84;Saurier;109.0;130.0;42.0;34.0
3184;10;84;Sauvagnat;163.0;101.0;23.0;31.0
3185;10;84;Sauvagnat-Sainte-Marthe;76.0;58.0;48.0;34.0
3186;10;84;Sauvessanges;146.0;59.0;32.0;34.0
3187;10;84;La Sauvetat;107.0;47.0;31.0;33.0
3188;10;84;Sauviat;102.0;113.0;34.0;32.0
3189;10;84;Sauxillanges;127.0;109.0;32.0;34.0
3190;10;84;Savennes;173.0;93.0;18.0;44.0
3191;10;84;Sayat;109.0;106.0;35.0;38.0
3192;10;84;Sermentizon;103.0;94.0;34.0;35.0
3193;10;84;Servant;140.0;88.0;25.0;37.0
3194;10;84;Seychalles;76.0;93.0;44.0;46.0
3195;10;84;Singles;195.0;93.0;20.0;37.0
3196;10;84;Solignat;107.0;109.0;37.0;28.0
3197;10;84;Sugères;103.0;158.0;39.0;0.0
3198;10;84;Surat;88.0;148.0;36.0;28.0
3199;10;84;Tallende;72.0;125.0;41.0;41.0
3200;10;84;Tauves;164.0;74.0;32.0;26.0
3201;10;84;Teilhède;91.0;68.0;43.0;44.0
3202;10;84;Teilhet;143.0;81.0;29.0;37.0
3203;10;84;Ternant-les-Eaux;69.0;115.0;46.0;43.0
3204;10;84;Thiers;141.0;135.0;46.0;47.0
3205;10;84;Thiolières;121.0;131.0;32.0;51.0
3206;10;84;Thuret;78.0;159.0;37.0;37.0
3207;10;84;Tortebesse;122.0;70.0;16.0;34.0
3208;10;84;Tours-sur-Meymont;142.0;81.0;27.0;43.0
3209;10;84;Tourzel-Ronzières;101.0;76.0;39.0;55.0
3210;10;84;Tralaigues;138.0;133.0;69.0;30.0
3211;10;84;Trémouille-Saint-Loup;169.0;113.0;27.0;22.0
3212;10;84;Trézioux;91.0;125.0;37.0;37.0
3213;10;84;Usson;92.0;82.0;32.0;62.0
3214;10;84;Valbeleix;175.0;96.0;33.0;46.0
3215;10;84;Valcivières;142.0;95.0;28.0;43.0
3216;10;84;Valz-sous-Châteauneuf;143.0;102.0;38.0;16.0
3217;10;84;Varennes-sur-Morge;72.0;96.0;47.0;35.0
3218;10;84;Varennes-sur-Usson;62.0;101.0;35.0;46.0
3219;10;84;Vassel;74.0;57.0;34.0;30.0
3220;10;84;Vensat;94.0;99.0;35.0;27.0
3221;10;84;Vergheas;264.0;100.0;13.0;30.0
3222;10;84;Vernet-la-Varenne;121.0;111.0;48.0;44.0
3223;10;84;Le Vernet-Sainte-Marguerite;109.0;89.0;15.0;33.0
3224;10;84;Verneugheol;143.0;152.0;30.0;23.0
3225;10;84;Vernines;82.0;80.0;53.0;39.0
3226;10;84;Verrières;110.0;77.0;19.0;46.0
3227;10;84;Vertaizon;90.0;117.0;45.0;44.0
3228;10;84;Vertolaye;133.0;108.0;44.0;46.0
3229;10;84;Veyre-Monton;101.0;116.0;33.0;26.0
3230;10;84;Vichel;62.0;91.0;36.0;44.0
3231;10;84;Vic-le-Comte;95.0;83.0;38.0;39.0
3232;10;84;Villeneuve;77.0;95.0;52.0;46.0
3233;10;84;Villeneuve-les-Cerfs;101.0;129.0;51.0;37.0
3234;10;84;Villosanges;158.0;135.0;25.0;43.0
3235;10;84;Vinzelles;120.0;156.0;30.0;17.0
3236;10;84;Virlet;113.0;77.0;41.0;36.0
3237;10;84;Viscomtat;164.0;93.0;28.0;44.0
3238;10;84;Vitrac;99.0;92.0;36.0;42.0
3239;10;84;Viverols;156.0;101.0;25.0;72.0
3240;10;84;Vodable;101.0;93.0;31.0;46.0
3241;10;84;Voingt;139.0;60.0;34.0;70.0
3242;10;84;Vollore-Montagne;167.0;74.0;25.0;59.0
3243;10;84;Vollore-Ville;129.0;84.0;33.0;36.0
3244;10;84;Volvic;100.0;90.0;44.0;42.0
3245;10;84;Youx;146.0;76.0;30.0;61.0
3246;10;84;Yronde-et-Buron;89.0;102.0;32.0;38.0
3247;10;84;Yssac-la-Tourette;75.0;78.0;42.0;28.0
3248;10;84;Affoux;68.0;100.0;39.0;11.0
3249;10;84;Aigueperse;134.0;138.0;41.0;50.0
3250;10;84;Albigny-sur-Saône;137.0;110.0;39.0;48.0
3251;10;84;Alix;115.0;112.0;32.0;54.0
3252;10;84;Ambérieux;81.0;63.0;56.0;48.0
3253;10;84;Amplepuis;147.0;101.0;41.0;31.0
3254;10;84;Ampuis;96.0;57.0;41.0;49.0
3255;10;84;Ancy;92.0;102.0;35.0;9.0
3256;10;84;Anse;83.0;84.0;44.0;47.0
3257;10;84;L'Arbresle;92.0;81.0;54.0;5.0
3258;10;84;Les Ardillats;83.0;84.0;42.0;37.0
3259;10;84;Arnas;95.0;104.0;40.0;31.0
3260;10;84;Aveize;140.0;109.0;33.0;45.0
3261;10;84;Avenas;74.0;88.0;49.0;39.0
3262;10;84;Azolette;154.0;83.0;54.0;54.0
3263;10;84;Bagnols;103.0;127.0;42.0;38.0
3264;10;84;Beaujeu;131.0;84.0;43.0;36.0
3265;10;84;Belleville;117.0;103.0;51.0;33.0
3266;10;84;Belmont-d'Azergues;104.0;88.0;50.0;44.0
3267;10;84;Bessenay;105.0;139.0;45.0;22.0
3268;10;84;Bibost;72.0;116.0;42.0;36.0
3269;10;84;Blacé;93.0;79.0;35.0;43.0
3270;10;84;Val d'Oingt;103.0;94.0;38.0;35.0
3271;10;84;Le Breuil;67.0;104.0;45.0;41.0
3272;10;84;Brignais;104.0;104.0;44.0;35.0
3273;10;84;Brindas;70.0;85.0;46.0;45.0
3274;10;84;Bron;96.0;68.0;60.0;44.0
3275;10;84;Brullioles;78.0;84.0;39.0;38.0
3276;10;84;Brussieu;64.0;128.0;42.0;23.0
3277;10;84;Bully;88.0;131.0;44.0;18.0
3278;10;84;Cailloux-sur-Fontaines;63.0;93.0;41.0;41.0
3279;10;84;Caluire-et-Cuire;97.0;58.0;46.0;55.0
3280;10;84;Cenves;85.0;124.0;36.0;25.0
3281;10;84;Cercié;84.0;122.0;39.0;34.0
3282;10;84;Chambost-Allières;89.0;105.0;39.0;36.0
3283;10;84;Chambost-Longessaigne;91.0;118.0;39.0;37.0
3284;10;84;Chamelet;70.0;125.0;47.0;31.0
3285;10;84;Champagne-au-Mont-d'Or;98.0;90.0;47.0;37.0
3286;10;84;La Chapelle-sur-Coise;61.0;90.0;37.0;60.0
3287;10;84;Chaponost;84.0;120.0;42.0;25.0
3288;10;84;Charbonnières-les-Bains;91.0;139.0;45.0;19.0
3289;10;84;Charentay;72.0;97.0;47.0;32.0
3290;10;84;Charly;90.0;129.0;43.0;35.0
3291;10;84;Charnay;110.0;111.0;34.0;43.0
3292;10;84;Chasselay;107.0;103.0;34.0;41.0
3293;10;84;Châtillon;89.0;87.0;41.0;39.0
3294;10;84;Chaussan;54.0;70.0;44.0;44.0
3295;10;84;Chazay-d'Azergues;85.0;113.0;41.0;54.0
3296;10;84;Chénas;81.0;116.0;45.0;50.0
3297;10;84;Chénelette;113.0;140.0;40.0;40.0
3298;10;84;Les Chères;73.0;70.0;45.0;33.0
3299;10;84;Chessy;65.0;85.0;45.0;30.0
3300;10;84;Chevinay;83.0;71.0;38.0;34.0
3301;10;84;Chiroubles;99.0;72.0;35.0;43.0
3302;10;84;Civrieux-d'Azergues;76.0;110.0;47.0;31.0
3303;10;84;Claveisolles;113.0;91.0;37.0;40.0
3304;10;84;Cogny;88.0;144.0;44.0;32.0
3305;10;84;Coise;89.0;114.0;32.0;48.0
3306;10;84;Collonges-au-Mont-d'Or;77.0;208.0;43.0;41.0
3307;10;84;Condrieu;128.0;100.0;45.0;22.0
3308;10;84;Corcelles-en-Beaujolais;83.0;89.0;39.0;40.0
3309;10;84;Cours;156.0;146.0;37.0;35.0
3310;10;84;Courzieu;108.0;111.0;43.0;42.0
3311;10;84;Couzon-au-Mont-d'Or;107.0;104.0;38.0;47.0
3312;10;84;Craponne;97.0;133.0;51.0;29.0
3313;10;84;Cublize;136.0;85.0;41.0;36.0
3314;10;84;Curis-au-Mont-d'Or;57.0;107.0;43.0;32.0
3315;10;84;Dardilly;71.0;83.0;49.0;30.0
3316;10;84;Dareizé;102.0;110.0;39.0;33.0
3317;10;84;Denicé;82.0;101.0;37.0;41.0
3318;10;84;Dième;68.0;65.0;37.0;31.0
3319;10;84;Dommartin;89.0;125.0;41.0;34.0
3320;10;84;Dracé;87.0;111.0;34.0;39.0
3321;10;84;Duerne;103.0;71.0;40.0;46.0
3322;10;84;Échalas;112.0;101.0;48.0;41.0
3323;10;84;Écully;90.0;133.0;61.0;33.0
3324;10;84;Émeringes;83.0;74.0;43.0;40.0
3325;10;84;Éveux;83.0;120.0;45.0;43.0
3326;10;84;Fleurie;107.0;63.0;43.0;38.0
3327;10;84;Fleurieu-sur-Saône;67.0;68.0;48.0;37.0
3328;10;84;Fleurieux-sur-l'Arbresle;79.0;160.0;40.0;29.0
3329;10;84;Fontaines-Saint-Martin;78.0;144.0;43.0;33.0
3330;10;84;Fontaines-sur-Saône;94.0;82.0;45.0;42.0
3331;10;84;Francheville;80.0;147.0;51.0;13.0
3332;10;84;Frontenas;106.0;99.0;37.0;36.0
3333;10;84;Givors;116.0;103.0;49.0;34.0
3334;10;84;Gleizé;116.0;94.0;40.0;43.0
3335;10;84;Grandris;140.0;100.0;34.0;58.0
3336;10;84;Grézieu-la-Varenne;88.0;120.0;46.0;46.0
3337;10;84;Grézieu-le-Marché;77.0;91.0;46.0;38.0
3338;10;84;Grigny;92.0;99.0;47.0;42.0
3339;10;84;Les Haies;89.0;131.0;46.0;44.0
3340;10;84;Les Halles;121.0;126.0;40.0;38.0
3341;10;84;Haute-Rivoire;131.0;93.0;40.0;35.0
3342;10;84;Irigny;93.0;150.0;50.0;54.0
3343;10;84;Jarnioux;81.0;119.0;30.0;26.0
3344;10;84;Joux;80.0;90.0;46.0;51.0
3345;10;84;Juliénas;98.0;107.0;40.0;18.0
3346;10;84;Jullié;119.0;96.0;44.0;45.0
3347;10;84;Lacenas;68.0;76.0;43.0;32.0
3348;10;84;Lachassagne;74.0;166.0;35.0;40.0
3349;10;84;Lamure-sur-Azergues;102.0;123.0;46.0;39.0
3350;10;84;Lancié;77.0;179.0;40.0;34.0
3351;10;84;Lantignié;78.0;123.0;44.0;9.0
3352;10;84;Larajasse;134.0;128.0;39.0;47.0
3353;10;84;Légny;66.0;95.0;48.0;40.0
3354;10;84;Lentilly;77.0;85.0;45.0;44.0
3355;10;84;Létra;107.0;107.0;35.0;48.0
3356;10;84;Limas;105.0;90.0;42.0;39.0
3357;10;84;Limonest;79.0;64.0;55.0;18.0
3358;10;84;Lissieu;70.0;64.0;42.0;34.0
3359;10;84;Loire-sur-Rhône;120.0;83.0;44.0;41.0
3360;10;84;Longes;80.0;120.0;41.0;28.0
3361;10;84;Longessaigne;89.0;111.0;40.0;39.0
3362;10;84;Lozanne;77.0;108.0;56.0;56.0
3363;10;84;Lucenay;79.0;107.0;40.0;42.0
3364;10;84;Marchampt;114.0;146.0;35.0;43.0
3365;10;84;Marcilly-d'Azergues;90.0;90.0;37.0;36.0
3366;10;84;Marcy;80.0;67.0;37.0;39.0
3367;10;84;Marcy-l'Étoile;72.0;93.0;72.0;50.0
3368;10;84;Meaux-la-Montagne;146.0;88.0;31.0;47.0
3369;10;84;Messimy;77.0;104.0;46.0;26.0
3370;10;84;Meys;88.0;86.0;36.0;85.0
3371;10;84;Millery;72.0;123.0;44.0;47.0
3372;10;84;Moiré;94.0;75.0;30.0;30.0
3373;10;84;Monsols;140.0;106.0;42.0;28.0
3374;10;84;Montagny;84.0;93.0;41.0;39.0
3375;10;84;Montmelas-Saint-Sorlin;90.0;127.0;36.0;35.0
3376;10;84;Montromant;108.0;76.0;31.0;43.0
3377;10;84;Montrottier;126.0;94.0;41.0;45.0
3378;10;84;Morancé;75.0;83.0;35.0;42.0
3379;10;84;Mornant;93.0;63.0;44.0;41.0
3380;10;84;La Mulatière;105.0;78.0;50.0;31.0
3381;10;84;Neuville-sur-Saône;124.0;99.0;51.0;36.0
3382;10;84;Odenas;90.0;154.0;39.0;14.0
3383;10;84;Les Olmes;84.0;94.0;43.0;53.0
3384;10;84;Orliénas;73.0;79.0;42.0;59.0
3385;10;84;Oullins;89.0;85.0;59.0;44.0
3386;10;84;Ouroux;100.0;108.0;40.0;35.0
3387;10;84;Le Perréon;77.0;104.0;42.0;31.0
3388;10;84;Pierre-Bénite;105.0;104.0;58.0;38.0
3389;10;84;Poleymieux-au-Mont-d'Or;53.0;129.0;62.0;32.0
3390;10;84;Pollionnay;96.0;81.0;37.0;32.0
3391;10;84;Pomeys;111.0;117.0;38.0;41.0
3392;10;84;Pommiers;90.0;95.0;33.0;41.0
3393;10;84;Pontcharra-sur-Turdine;125.0;112.0;44.0;21.0
3394;10;84;Porte des Pierres Dorées;75.0;119.0;39.0;52.0
3395;10;84;Poule-les-Écharmeaux;110.0;102.0;36.0;34.0
3396;10;84;Propières;168.0;113.0;27.0;37.0
3397;10;84;Quincié-en-Beaujolais;93.0;107.0;37.0;48.0
3398;10;84;Quincieux;84.0;82.0;46.0;38.0
3399;10;84;Ranchal;110.0;71.0;35.0;36.0
3400;10;84;Régnié-Durette;106.0;90.0;39.0;50.0
3401;10;84;Riverie;56.0;104.0;30.0;48.0
3402;10;84;Rivolet;105.0;66.0;39.0;40.0
3403;10;84;Rochetaillée-sur-Saône;72.0;74.0;48.0;53.0
3404;10;84;Ronno;109.0;73.0;36.0;15.0
3405;10;84;Rontalon;60.0;85.0;43.0;42.0
3406;10;84;Sain-Bel;91.0;68.0;50.0;39.0
3407;10;84;Salles-Arbuissonnas-en-Beaujolais;70.0;53.0;42.0;52.0
3408;10;84;Sarcey;87.0;66.0;49.0;45.0
3409;10;84;Les Sauvages;114.0;112.0;40.0;64.0
3410;10;84;Savigny;88.0;104.0;46.0;32.0
3411;10;84;Soucieu-en-Jarrest;66.0;75.0;44.0;33.0
3412;10;84;Sourcieux-les-Mines;73.0;78.0;40.0;34.0
3413;10;84;Souzy;119.0;99.0;38.0;37.0
3414;10;84;Beauvallon;67.0;112.0;43.0;36.0
3415;10;84;Saint-André-la-Côte;60.0;96.0;46.0;35.0
3416;10;84;Saint-Appolinaire;83.0;89.0;24.0;47.0
3417;10;84;Saint-Bonnet-des-Bruyères;150.0;93.0;28.0;35.0
3418;10;84;Saint-Bonnet-le-Troncy;118.0;98.0;24.0;45.0
3419;10;84;Sainte-Catherine;90.0;128.0;50.0;17.0
3420;10;84;Saint-Christophe;110.0;87.0;41.0;34.0
3421;10;84;Saint-Clément-de-Vers;115.0;105.0;45.0;37.0
3422;10;84;Saint-Clément-les-Places;73.0;69.0;43.0;40.0
3423;10;84;Saint-Clément-sur-Valsonne;97.0;72.0;40.0;37.0
3424;10;84;Sainte-Colombe;114.0;100.0;47.0;29.0
3425;10;84;Sainte-Consorce;70.0;113.0;44.0;49.0
3426;10;84;Saint-Cyr-au-Mont-d'Or;89.0;94.0;43.0;36.0
3427;10;84;Saint-Cyr-le-Chatoux;69.0;77.0;30.0;47.0
3428;10;84;Saint-Cyr-sur-le-Rhône;76.0;154.0;35.0;39.0
3429;10;84;Saint-Didier-au-Mont-d'Or;96.0;98.0;41.0;44.0
3430;10;84;Saint-Didier-sur-Beaujeu;91.0;78.0;39.0;36.0
3431;10;84;Saint-Étienne-des-Oullières;85.0;98.0;45.0;43.0
3432;10;84;Saint-Étienne-la-Varenne;73.0;116.0;39.0;48.0
3433;10;84;Saint-Fons;108.0;134.0;51.0;26.0
3434;10;84;Saint-Forgeux;98.0;98.0;36.0;40.0
3435;10;84;Sainte-Foy-l'Argentière;147.0;100.0;42.0;54.0
3436;10;84;Sainte-Foy-lès-Lyon;99.0;86.0;40.0;47.0
3437;10;84;Saint-Genis-l'Argentière;91.0;89.0;33.0;41.0
3438;10;84;Saint-Genis-Laval;90.0;100.0;49.0;52.0
3439;10;84;Saint-Genis-les-Ollières;78.0;135.0;43.0;36.0
3440;10;84;Saint-Georges-de-Reneins;97.0;215.0;47.0;49.0
3441;10;84;Saint-Germain-au-Mont-d'Or;77.0;74.0;45.0;38.0
3442;10;84;Saint-Germain-Nuelles;78.0;96.0;40.0;40.0
3443;10;84;Saint-Igny-de-Vers;181.0;107.0;24.0;36.0
3444;10;84;Saint-Jacques-des-Arrêts;108.0;95.0;37.0;42.0
3445;10;84;Saint-Jean-d'Ardières;79.0;133.0;48.0;40.0
3446;10;84;Saint-Jean-des-Vignes;73.0;107.0;40.0;41.0
3447;10;84;Saint-Jean-la-Bussière;87.0;84.0;37.0;44.0
3448;10;84;Saint-Julien;88.0;75.0;39.0;38.0
3449;10;84;Saint-Julien-sur-Bibost;94.0;82.0;38.0;22.0
3450;10;84;Saint-Just-d'Avray;127.0;111.0;32.0;27.0
3451;10;84;Saint-Lager;87.0;103.0;45.0;39.0
3452;10;84;Saint-Laurent-d'Agny;74.0;117.0;41.0;34.0
3453;10;84;Saint-Laurent-de-Chamousset;126.0;89.0;47.0;43.0
3454;10;84;Saint-Loup;129.0;155.0;35.0;44.0
3455;10;84;Saint-Mamert;129.0;105.0;63.0;39.0
3456;10;84;Saint-Marcel-l'Éclairé;105.0;108.0;36.0;31.0
3457;10;84;Saint-Martin-en-Haut;100.0;67.0;44.0;51.0
3458;10;84;Chabanière;103.0;94.0;43.0;31.0
3459;10;84;Saint-Nizier-d'Azergues;126.0;77.0;40.0;64.0
3460;10;84;Sainte-Paule;83.0;99.0;35.0;41.0
3461;10;84;Saint-Pierre-la-Palud;69.0;86.0;45.0;27.0
3462;10;84;Saint-Romain-au-Mont-d'Or;68.0;113.0;42.0;51.0
3463;10;84;Saint-Romain-de-Popey;105.0;107.0;41.0;42.0
3464;10;84;Saint-Romain-en-Gal;94.0;76.0;48.0;41.0
3465;10;84;Saint-Romain-en-Gier;98.0;98.0;37.0;50.0
3466;10;84;Saint-Symphorien-sur-Coise;142.0;118.0;42.0;38.0
3467;10;84;Saint-Vérand;97.0;88.0;38.0;39.0
3468;10;84;Saint-Vincent-de-Reins;152.0;84.0;39.0;29.0
3469;10;84;Taluyers;90.0;120.0;41.0;24.0
3470;10;84;Taponas;79.0;85.0;48.0;42.0
3471;10;84;Tarare;135.0;160.0;47.0;20.0
3472;10;84;Tassin-la-Demi-Lune;82.0;88.0;53.0;31.0
3473;10;84;Ternand;92.0;85.0;36.0;34.0
3474;10;84;Theizé;77.0;126.0;37.0;28.0
3475;10;84;Thizy-les-Bourgs;141.0;85.0;42.0;26.0
3476;10;84;Thurins;75.0;116.0;46.0;40.0
3477;10;84;La Tour-de-Salvagny;93.0;119.0;39.0;41.0
3478;10;84;Trades;98.0;131.0;67.0;33.0
3479;10;84;Trèves;66.0;104.0;50.0;63.0
3480;10;84;Tupin-et-Semons;74.0;85.0;39.0;37.0
3481;10;84;Valsonne;76.0;124.0;47.0;38.0
3482;10;84;Vaugneray;80.0;71.0;43.0;59.0
3483;10;84;Vaulx-en-Velin;93.0;106.0;59.0;40.0
3484;10;84;Vaux-en-Beaujolais;89.0;106.0;49.0;31.0
3485;10;84;Vauxrenard;133.0;100.0;39.0;37.0
3486;10;84;Vénissieux;109.0;120.0;55.0;45.0
3487;10;84;Vernaison;85.0;88.0;51.0;42.0
3488;10;84;Vernay;65.0;62.0;33.0;85.0
3489;10;84;Villechenève;93.0;128.0;39.0;54.0
3490;10;84;Villefranche-sur-Saône;106.0;139.0;56.0;39.0
3491;10;84;Ville-sur-Jarnioux;67.0;100.0;33.0;38.0
