;DEP;REG;nom_commune;score_acces_interface_numerique_region;score_acces_interface_numerique_departement;score_competence_administratives_region;score_competence_administratives_departement
13406;35;44;Saint-Amarin;120.0;179.0;42.0;35.0
13407;35;44;Saint-Cosme;33.0;66.0;38.0;43.0
13408;35;44;Sainte-Croix-aux-Mines;108.0;68.0;41.0;41.0
13409;35;44;Sainte-Croix-en-Plaine;82.0;56.0;43.0;42.0
13410;35;44;Saint-Hippolyte;119.0;103.0;41.0;34.0
13411;35;44;Saint-Louis;99.0;120.0;51.0;28.0
13412;35;44;Sainte-Marie-aux-Mines;121.0;142.0;46.0;34.0
13413;35;44;Saint-Ulrich;106.0;94.0;33.0;38.0
13414;35;44;Sausheim;97.0;75.0;40.0;47.0
13415;35;44;Schlierbach;73.0;85.0;39.0;42.0
13416;35;44;Schweighouse-Thann;82.0;99.0;47.0;40.0
13417;35;44;Schwoben;91.0;59.0;44.0;44.0
13418;35;44;Sentheim;98.0;74.0;45.0;42.0
13419;35;44;Seppois-le-Bas;97.0;120.0;43.0;40.0
13420;35;44;Seppois-le-Haut;72.0;188.0;62.0;32.0
13421;35;44;Sewen;97.0;99.0;38.0;37.0
13422;35;44;Sickert;96.0;153.0;37.0;40.0
13423;35;44;Sierentz;75.0;88.0;54.0;47.0
13424;35;44;Sondernach;101.0;111.0;35.0;37.0
13425;35;44;Sondersdorf;91.0;87.0;30.0;40.0
13426;35;44;Soppe-le-Bas;63.0;59.0;50.0;44.0
13427;35;44;Soultz-Haut-Rhin;90.0;92.0;48.0;23.0
13428;35;44;Soultzbach-les-Bains;83.0;62.0;35.0;40.0
13429;35;44;Soultzeren;90.0;99.0;44.0;39.0
13430;35;44;Soultzmatt;89.0;112.0;42.0;44.0
13431;35;44;Spechbach;73.0;127.0;44.0;38.0
13432;35;44;Staffelfelden;80.0;91.0;48.0;40.0
13433;35;44;Steinbach;91.0;109.0;37.0;32.0
13434;35;44;Steinbrunn-le-Bas;74.0;68.0;33.0;39.0
13435;35;44;Steinbrunn-le-Haut;92.0;69.0;41.0;38.0
13436;35;44;Steinsoultz;91.0;92.0;41.0;46.0
13437;35;44;Sternenberg;86.0;89.0;42.0;32.0
13438;35;44;Stetten;84.0;135.0;39.0;33.0
13439;35;44;Storckensohn;110.0;112.0;28.0;37.0
13440;35;44;Stosswihr;94.0;140.0;35.0;34.0
13441;35;44;Strueth;99.0;113.0;39.0;49.0
13442;35;44;Sundhoffen;93.0;160.0;37.0;46.0
13443;35;44;Tagolsheim;84.0;107.0;38.0;36.0
13444;35;44;Tagsdorf;84.0;116.0;47.0;39.0
13445;35;44;Thann;107.0;79.0;47.0;29.0
13446;35;44;Thannenkirch;94.0;105.0;41.0;41.0
13447;35;44;Traubach-le-Bas;82.0;72.0;45.0;49.0
13448;35;44;Traubach-le-Haut;77.0;72.0;43.0;39.0
13449;35;44;Turckheim;108.0;79.0;38.0;38.0
13450;35;44;Ueberstrass;79.0;83.0;40.0;35.0
13451;35;44;Uffheim;90.0;122.0;40.0;33.0
13452;35;44;Uffholtz;78.0;182.0;45.0;36.0
13453;35;44;Ungersheim;71.0;83.0;47.0;41.0
13454;35;44;Urbès;135.0;73.0;39.0;38.0
13455;35;44;Urschenheim;87.0;96.0;35.0;38.0
13456;35;44;Vieux-Ferrette;82.0;80.0;35.0;35.0
13457;35;44;Vieux-Thann;100.0;109.0;44.0;44.0
13458;35;44;Village-Neuf;98.0;133.0;35.0;30.0
13459;35;44;Voegtlinshoffen;88.0;88.0;33.0;35.0
13460;35;44;Vogelgrun;93.0;84.0;28.0;35.0
13461;35;44;Volgelsheim;87.0;79.0;48.0;36.0
13462;35;44;Wahlbach;53.0;113.0;46.0;43.0
13463;35;44;Walbach;92.0;103.0;32.0;40.0
13464;35;44;Waldighofen;111.0;125.0;47.0;33.0
13465;35;44;Walheim;88.0;73.0;43.0;40.0
13466;35;44;Waltenheim;63.0;111.0;39.0;42.0
13467;35;44;Wasserbourg;92.0;48.0;31.0;41.0
13468;35;44;Wattwiller;85.0;127.0;43.0;32.0
13469;35;44;Weckolsheim;53.0;74.0;41.0;41.0
13470;35;44;Wegscheid;103.0;78.0;29.0;34.0
13471;35;44;Wentzwiller;91.0;125.0;36.0;31.0
13472;35;44;Werentzhouse;99.0;71.0;42.0;31.0
13473;35;44;Westhalten;79.0;104.0;45.0;39.0
13474;35;44;Wettolsheim;105.0;83.0;41.0;37.0
13475;35;44;Wickerschwihr;84.0;64.0;35.0;35.0
13476;35;44;Widensolen;75.0;128.0;51.0;32.0
13477;35;44;Wihr-au-Val;89.0;98.0;31.0;38.0
13478;35;44;Wildenstein;96.0;91.0;50.0;38.0
13479;35;44;Willer;97.0;90.0;49.0;35.0
13480;35;44;Willer-sur-Thur;121.0;103.0;43.0;34.0
13481;35;44;Winkel;113.0;82.0;36.0;36.0
13482;35;44;Wintzenheim;96.0;83.0;46.0;36.0
13483;35;44;Wittelsheim;105.0;113.0;43.0;33.0
13484;35;44;Wittenheim;108.0;108.0;46.0;35.0
13485;35;44;Wittersdorf;93.0;121.0;40.0;43.0
13486;35;44;Wolfersdorf;93.0;85.0;53.0;43.0
13487;35;44;Wolfgantzen;97.0;186.0;40.0;30.0
13488;35;44;Wolschwiller;92.0;135.0;36.0;32.0
13489;35;44;Wuenheim;99.0;119.0;37.0;34.0
13490;35;44;Zaessingue;84.0;152.0;51.0;26.0
13491;35;44;Zellenberg;105.0;66.0;36.0;44.0
13492;35;44;Zillisheim;93.0;178.0;41.0;31.0
13493;35;44;Zimmerbach;96.0;130.0;34.0;31.0
13494;35;44;Zimmersheim;92.0;103.0;40.0;38.0
13495;35;44;Les Ableuvenettes;122.0;113.0;23.0;45.0
13496;35;44;Ahéville;71.0;118.0;8.0;37.0
13497;35;44;Aingeville;147.0;104.0;49.0;37.0
13498;35;44;Ainvelle;154.0;92.0;24.0;40.0
13499;35;44;Allarmont;127.0;146.0;27.0;35.0
13500;35;44;Ambacourt;91.0;120.0;38.0;31.0
13501;35;44;Ameuvelle;177.0;120.0;33.0;38.0
13502;35;44;Anglemont;116.0;60.0;47.0;45.0
13503;35;44;Anould;108.0;72.0;42.0;35.0
13504;35;44;Aouze;134.0;101.0;59.0;43.0
13505;35;44;Arches;95.0;79.0;49.0;35.0
13506;35;44;Archettes;108.0;145.0;41.0;27.0
13507;35;44;Aroffe;149.0;83.0;29.0;42.0
13508;35;44;Arrentès-de-Corcieux;92.0;117.0;19.0;44.0
13509;35;44;Attignéville;154.0;84.0;37.0;26.0
13510;35;44;Attigny;169.0;144.0;35.0;34.0
13511;35;44;Aulnois;99.0;84.0;24.0;30.0
13512;35;44;Autigny-la-Tour;99.0;112.0;35.0;42.0
13513;35;44;Autreville;113.0;92.0;53.0;46.0
13514;35;44;Autrey;99.0;138.0;37.0;38.0
13515;35;44;Auzainvilliers;97.0;121.0;46.0;38.0
13516;35;44;Avillers;65.0;114.0;49.0;29.0
13517;35;44;Avrainville;60.0;74.0;43.0;36.0
13518;35;44;Avranville;152.0;87.0;27.0;33.0
13519;35;44;Aydoilles;92.0;93.0;34.0;34.0
13520;35;44;Badménil-aux-Bois;98.0;109.0;47.0;41.0
13521;35;44;La Baffe;72.0;48.0;39.0;33.0
13522;35;44;La Vôge-les-Bains;154.0;74.0;37.0;38.0
13523;35;44;Bainville-aux-Saules;92.0;68.0;29.0;44.0
13524;35;44;Balléville;104.0;80.0;43.0;35.0
13525;35;44;Ban-de-Laveline;126.0;101.0;34.0;33.0
13526;35;44;Ban-de-Sapt;95.0;105.0;22.0;38.0
13527;35;44;Barbey-Seroux;110.0;51.0;49.0;29.0
13528;35;44;Barville;131.0;75.0;53.0;41.0
13529;35;44;Basse-sur-le-Rupt;111.0;115.0;36.0;31.0
13530;35;44;Battexey;96.0;95.0;25.0;48.0
13531;35;44;Baudricourt;93.0;99.0;33.0;47.0
13532;35;44;Bayecourt;83.0;80.0;44.0;39.0
13533;35;44;Bazegney;60.0;74.0;57.0;50.0
13534;35;44;Bazien;108.0;129.0;38.0;27.0
13535;35;44;Bazoilles-et-Ménil;124.0;90.0;23.0;42.0
13536;35;44;Bazoilles-sur-Meuse;107.0;117.0;37.0;40.0
13537;35;44;Beaufremont;125.0;111.0;40.0;36.0
13538;35;44;Beauménil;133.0;44.0;33.0;45.0
13539;35;44;Begnécourt;66.0;144.0;45.0;33.0
13540;35;44;Bellefontaine;93.0;60.0;36.0;37.0
13541;35;44;Belmont-lès-Darney;115.0;123.0;42.0;40.0
13542;35;44;Belmont-sur-Buttant;106.0;80.0;42.0;39.0
13543;35;44;Belmont-sur-Vair;121.0;94.0;32.0;36.0
13544;35;44;Belrupt;130.0;177.0;31.0;31.0
13545;35;44;Belval;70.0;130.0;58.0;35.0
13546;35;44;Bertrimoutier;109.0;108.0;29.0;35.0
13547;35;44;Bettegney-Saint-Brice;76.0;90.0;46.0;41.0
13548;35;44;Bettoncourt;81.0;101.0;64.0;35.0
13549;35;44;Le Beulay;131.0;68.0;34.0;41.0
13550;35;44;Biécourt;137.0;126.0;39.0;36.0
13551;35;44;Biffontaine;109.0;62.0;44.0;37.0
13552;35;44;Blémerey;97.0;136.0;40.0;37.0
13553;35;44;Bleurville;173.0;64.0;32.0;45.0
13554;35;44;Blevaincourt;78.0;140.0;43.0;40.0
13555;35;44;Bocquegney;68.0;89.0;50.0;36.0
13556;35;44;Bois-de-Champ;68.0;106.0;42.0;36.0
13557;35;44;Bonvillet;175.0;128.0;34.0;32.0
13558;35;44;Boulaincourt;86.0;147.0;20.0;45.0
13559;35;44;La Bourgonce;94.0;98.0;29.0;36.0
13560;35;44;Bouxières-aux-Bois;72.0;80.0;38.0;85.0
13561;35;44;Bouxurulles;88.0;139.0;26.0;33.0
13562;35;44;Bouzemont;65.0;74.0;49.0;52.0
13563;35;44;Brantigny;85.0;125.0;42.0;32.0
13564;35;44;Brechainville;90.0;165.0;28.0;31.0
13565;35;44;La Bresse;148.0;93.0;32.0;38.0
13566;35;44;Brouvelieures;123.0;128.0;41.0;32.0
13567;35;44;Brû;88.0;91.0;50.0;40.0
13568;35;44;Bruyères;165.0;93.0;43.0;38.0
13569;35;44;Bulgnéville;95.0;158.0;43.0;30.0
13570;35;44;Bult;78.0;176.0;51.0;30.0
13571;35;44;Bussang;182.0;125.0;29.0;31.0
13572;35;44;Celles-sur-Plaine;129.0;82.0;37.0;48.0
13573;35;44;Certilleux;130.0;93.0;23.0;43.0
13574;35;44;Chamagne;95.0;90.0;48.0;43.0
13575;35;44;Champdray;130.0;95.0;30.0;61.0
13576;35;44;Champ-le-Duc;119.0;125.0;34.0;37.0
13577;35;44;Chantraine;96.0;178.0;42.0;27.0
13578;35;44;La Chapelle-aux-Bois;118.0;140.0;36.0;34.0
13579;35;44;La Chapelle-devant-Bruyères;106.0;88.0;38.0;30.0
13580;35;44;Charmes;113.0;159.0;51.0;30.0
13581;35;44;Charmois-devant-Bruyères;96.0;111.0;46.0;34.0
13582;35;44;Charmois-l'Orgueilleux;147.0;72.0;32.0;38.0
13583;35;44;Châtas;112.0;83.0;65.0;40.0
13584;35;44;Châtel-sur-Moselle;126.0;120.0;42.0;29.0
13585;35;44;Châtenois;131.0;57.0;49.0;42.0
13586;35;44;Châtillon-sur-Saône;182.0;100.0;45.0;34.0
13587;35;44;Chauffecourt;85.0;83.0;34.0;47.0
13588;35;44;Chaumousey;91.0;131.0;33.0;43.0
13589;35;44;Chavelot;109.0;82.0;38.0;36.0
13590;35;44;Chef-Haut;139.0;158.0;31.0;35.0
13591;35;44;Cheniménil;118.0;178.0;55.0;35.0
13592;35;44;Chermisey;128.0;92.0;41.0;37.0
13593;35;44;Circourt;103.0;113.0;38.0;33.0
13594;35;44;Circourt-sur-Mouzon;126.0;55.0;39.0;35.0
13595;35;44;Claudon;124.0;82.0;31.0;39.0
13596;35;44;Ban-sur-Meurthe-Clefcy;99.0;80.0;36.0;37.0
13597;35;44;Clérey-la-Côte;174.0;103.0;35.0;32.0
13598;35;44;Le Clerjus;130.0;76.0;31.0;49.0
13599;35;44;Cleurie;122.0;77.0;29.0;40.0
13600;35;44;Clézentaine;92.0;117.0;45.0;37.0
13601;35;44;Coinches;109.0;70.0;34.0;67.0
13602;35;44;Combrimont;101.0;102.0;34.0;39.0
13603;35;44;Contrexéville;126.0;60.0;45.0;41.0
13604;35;44;Corcieux;150.0;127.0;43.0;38.0
13605;35;44;Cornimont;158.0;119.0;37.0;34.0
13606;35;44;Courcelles-sous-Châtenois;142.0;110.0;32.0;32.0
13607;35;44;Coussey;108.0;140.0;40.0;24.0
13608;35;44;Crainvilliers;103.0;156.0;33.0;41.0
13609;35;44;La Croix-aux-Mines;134.0;83.0;42.0;32.0
13610;35;44;Damas-aux-Bois;84.0;90.0;34.0;32.0
13611;35;44;Damas-et-Bettegney;98.0;179.0;44.0;21.0
13612;35;44;Damblain;159.0;126.0;25.0;35.0
13613;35;44;Darney;186.0;102.0;36.0;36.0
13614;35;44;Darney-aux-Chênes;127.0;111.0;45.0;31.0
13615;35;44;Darnieulles;96.0;86.0;38.0;40.0
13616;35;44;Deinvillers;102.0;70.0;40.0;37.0
13617;35;44;Denipaire;105.0;168.0;30.0;40.0
13618;35;44;Derbamont;87.0;106.0;23.0;39.0
13619;35;44;Destord;74.0;113.0;68.0;37.0
13620;35;44;Deycimont;85.0;71.0;40.0;31.0
13621;35;44;Deyvillers;101.0;92.0;34.0;42.0
13622;35;44;Dignonville;120.0;149.0;40.0;27.0
13623;35;44;Dinozé;132.0;100.0;36.0;34.0
13624;35;44;Docelles;118.0;66.0;52.0;23.0
13625;35;44;Dogneville;101.0;89.0;40.0;37.0
13626;35;44;Dolaincourt;88.0;111.0;48.0;36.0
13627;35;44;Dombasle-devant-Darney;142.0;104.0;51.0;34.0
13628;35;44;Dombasle-en-Xaintois;122.0;102.0;50.0;33.0
13629;35;44;Dombrot-le-Sec;91.0;123.0;35.0;33.0
13630;35;44;Dombrot-sur-Vair;122.0;107.0;37.0;39.0
13631;35;44;Domèvre-sur-Avière;86.0;75.0;41.0;29.0
13632;35;44;Domèvre-sur-Durbion;94.0;137.0;33.0;32.0
13633;35;44;Domèvre-sous-Montfort;104.0;60.0;15.0;36.0
13634;35;44;Domfaing;131.0;109.0;31.0;39.0
13635;35;44;Domjulien;113.0;74.0;35.0;45.0
13636;35;44;Dommartin-aux-Bois;89.0;83.0;33.0;28.0
13637;35;44;Dommartin-lès-Remiremont;103.0;77.0;40.0;40.0
13638;35;44;Dommartin-lès-Vallois;95.0;72.0;41.0;37.0
13639;35;44;Dommartin-sur-Vraine;195.0;97.0;39.0;40.0
13640;35;44;Dompaire;103.0;99.0;48.0;24.0
13641;35;44;Dompierre;79.0;86.0;42.0;37.0
13642;35;44;Domptail;83.0;89.0;47.0;25.0
13643;35;44;Domrémy-la-Pucelle;185.0;122.0;19.0;34.0
13644;35;44;Domvallier;139.0;78.0;27.0;43.0
13645;35;44;Doncières;90.0;127.0;40.0;34.0
13646;35;44;Dounoux;108.0;177.0;33.0;26.0
13647;35;44;Éloyes;119.0;78.0;41.0;43.0
13648;35;44;Entre-deux-Eaux;91.0;91.0;33.0;38.0
13649;35;44;Épinal;108.0;96.0;61.0;34.0
13650;35;44;Escles;99.0;104.0;38.0;37.0
13651;35;44;Esley;131.0;77.0;45.0;39.0
13652;35;44;Essegney;136.0;80.0;26.0;37.0
13653;35;44;Estrennes;76.0;82.0;31.0;27.0
13654;35;44;Étival-Clairefontaine;108.0;110.0;40.0;39.0
13655;35;44;Évaux-et-Ménil;64.0;76.0;35.0;48.0
13656;35;44;Faucompierre;81.0;126.0;35.0;32.0
13657;35;44;Fauconcourt;89.0;62.0;36.0;42.0
13658;35;44;Fays;121.0;181.0;35.0;30.0
13659;35;44;Ferdrupt;131.0;104.0;33.0;27.0
13660;35;44;Fignévelle;185.0;84.0;34.0;38.0
13661;35;44;Fiménil;106.0;82.0;38.0;40.0
13662;35;44;Florémont;101.0;78.0;38.0;33.0
13663;35;44;Fomerey;66.0;89.0;50.0;31.0
13664;35;44;Fontenay;83.0;103.0;42.0;36.0
13665;35;44;Fontenoy-le-Château;164.0;144.0;38.0;33.0
13666;35;44;La Forge;118.0;59.0;47.0;47.0
13667;35;44;Les Forges;101.0;81.0;36.0;38.0
13668;35;44;Fouchécourt;205.0;86.0;32.0;41.0
13669;35;44;Frain;148.0;119.0;25.0;55.0
13670;35;44;Fraize;151.0;125.0;35.0;28.0
13671;35;44;Frapelle;98.0;77.0;48.0;40.0
13672;35;44;Frebécourt;115.0;60.0;35.0;43.0
13673;35;44;Fremifontaine;96.0;149.0;38.0;41.0
13674;35;44;Frenelle-la-Grande;121.0;86.0;23.0;34.0
13675;35;44;Frenelle-la-Petite;121.0;100.0;45.0;41.0
13676;35;44;Frénois;108.0;129.0;17.0;42.0
13677;35;44;Fresse-sur-Moselle;139.0;158.0;38.0;28.0
13678;35;44;Fréville;112.0;129.0;33.0;31.0
13679;35;44;Frizon;91.0;69.0;40.0;46.0
13680;36;44;Gelvécourt-et-Adompt;77.0;140.0;32.0;40.0
13681;36;44;Gemaingoutte;112.0;126.0;39.0;32.0
13682;36;44;Gemmelaincourt;145.0;62.0;47.0;53.0
13683;36;44;Gendreville;101.0;114.0;32.0;42.0
13684;36;44;Gérardmer;131.0;80.0;40.0;55.0
13685;36;44;Gerbamont;78.0;110.0;43.0;51.0
13686;36;44;Gerbépal;96.0;97.0;40.0;42.0
13687;36;44;Gignéville;79.0;136.0;46.0;43.0
13688;36;44;Gigney;126.0;57.0;46.0;54.0
13689;36;44;Girancourt;72.0;119.0;34.0;47.0
13690;36;44;Gircourt-lès-Viéville;101.0;88.0;43.0;53.0
13691;36;44;Girecourt-sur-Durbion;82.0;116.0;35.0;49.0
13692;36;44;Girmont-Val-d'Ajol;88.0;113.0;49.0;40.0
13693;36;44;Gironcourt-sur-Vraine;120.0;113.0;42.0;26.0
13694;36;44;Godoncourt;151.0;169.0;28.0;59.0
13695;36;44;Golbey;113.0;118.0;50.0;38.0
13696;36;44;Gorhey;101.0;127.0;56.0;38.0
13697;36;44;Grand;186.0;119.0;26.0;56.0
13698;36;44;La Grande-Fosse;101.0;71.0;33.0;51.0
13699;36;44;Grandrupt-de-Bains;112.0;117.0;50.0;41.0
13700;36;44;Grandrupt;115.0;75.0;33.0;45.0
13701;36;44;Grandvillers;93.0;95.0;36.0;45.0
13702;36;44;Granges-Aumontzey;140.0;100.0;38.0;59.0
13703;36;44;Greux;100.0;65.0;44.0;49.0
13704;36;44;Grignoncourt;167.0;77.0;37.0;45.0
13705;36;44;Gruey-lès-Surance;135.0;67.0;34.0;49.0
13706;36;44;Gugnécourt;57.0;47.0;94.0;47.0
13707;36;44;Gugney-aux-Aulx;90.0;140.0;42.0;43.0
13708;36;44;Hadigny-les-Verrières;86.0;92.0;43.0;42.0
13709;36;44;Hadol;88.0;75.0;38.0;33.0
13710;36;44;Hagécourt;94.0;112.0;38.0;48.0
13711;36;44;Hagnéville-et-Roncourt;119.0;82.0;39.0;41.0
13712;36;44;Haillainville;127.0;66.0;47.0;48.0
13713;36;44;Harchéchamp;170.0;122.0;37.0;47.0
13714;36;44;Hardancourt;92.0;121.0;63.0;40.0
13715;36;44;Haréville;95.0;86.0;30.0;51.0
13716;36;44;Harmonville;84.0;85.0;35.0;50.0
13717;36;44;Harol;86.0;108.0;42.0;69.0
13718;36;44;La Haye;140.0;64.0;12.0;50.0
13719;36;44;Hennecourt;73.0;125.0;44.0;50.0
13720;36;44;Hennezel;133.0;95.0;42.0;36.0
13721;36;44;Hergugney;105.0;82.0;26.0;36.0
13722;36;44;Herpelmont;110.0;87.0;35.0;65.0
13723;36;44;Houécourt;110.0;154.0;47.0;39.0
13724;36;44;Houéville;72.0;134.0;41.0;47.0
13725;36;44;Housseras;109.0;143.0;39.0;30.0
13726;36;44;La Houssière;114.0;80.0;38.0;42.0
13727;36;44;Hurbache;92.0;117.0;38.0;32.0
13728;36;44;Hymont;135.0;67.0;26.0;55.0
13729;36;44;Igney;93.0;71.0;47.0;64.0
13730;36;44;Isches;104.0;51.0;33.0;58.0
13731;36;44;Jainvillotte;148.0;97.0;25.0;57.0
13732;36;44;Jarménil;89.0;114.0;45.0;35.0
13733;36;44;Jeanménil;106.0;139.0;48.0;42.0
13734;36;44;Jésonville;109.0;126.0;29.0;34.0
13735;36;44;Jeuxey;94.0;67.0;42.0;50.0
13736;36;44;Jorxey;110.0;91.0;41.0;56.0
13737;36;44;Jubainville;116.0;74.0;28.0;37.0
13738;36;44;Jussarupt;151.0;130.0;32.0;29.0
13739;36;44;Juvaincourt;88.0;133.0;41.0;25.0
13740;36;44;Lamarche;185.0;131.0;33.0;32.0
13741;36;44;Landaville;119.0;90.0;31.0;51.0
13742;36;44;Langley;110.0;61.0;36.0;57.0
13743;36;44;Laval-sur-Vologne;122.0;81.0;48.0;66.0
13744;36;44;Laveline-devant-Bruyères;136.0;96.0;42.0;51.0
13745;36;44;Laveline-du-Houx;115.0;130.0;26.0;26.0
13746;36;44;Légéville-et-Bonfays;46.0;128.0;44.0;39.0
13747;36;44;Lemmecourt;191.0;139.0;56.0;35.0
13748;36;44;Lépanges-sur-Vologne;125.0;132.0;45.0;35.0
13749;36;44;Lerrain;101.0;96.0;48.0;35.0
13750;36;44;Lesseux;94.0;133.0;34.0;42.0
13751;36;44;Liézey;102.0;110.0;29.0;41.0
13752;36;44;Liffol-le-Grand;165.0;112.0;33.0;55.0
13753;36;44;Lignéville;97.0;112.0;43.0;34.0
13754;36;44;Lironcourt;198.0;90.0;28.0;31.0
13755;36;44;Longchamp;75.0;107.0;39.0;47.0
13756;36;44;Longchamp-sous-Châtenois;95.0;70.0;39.0;42.0
13757;36;44;Lubine;98.0;65.0;43.0;66.0
13758;36;44;Lusse;114.0;104.0;49.0;16.0
13759;36;44;Luvigny;120.0;134.0;36.0;32.0
13760;36;44;Maconcourt;140.0;137.0;30.0;37.0
13761;36;44;Madecourt;185.0;105.0;22.0;34.0
13762;36;44;Madegney;90.0;79.0;40.0;56.0
13763;36;44;Madonne-et-Lamerey;80.0;108.0;46.0;45.0
13764;36;44;Malaincourt;88.0;98.0;33.0;33.0
13765;36;44;Mandray;99.0;99.0;43.0;38.0
13766;36;44;Mandres-sur-Vair;149.0;108.0;27.0;60.0
13767;36;44;Marainville-sur-Madon;62.0;57.0;57.0;68.0
13768;36;44;Marey;135.0;142.0;44.0;34.0
13769;36;44;Maroncourt;108.0;81.0;40.0;41.0
13770;36;44;Martigny-les-Bains;141.0;127.0;39.0;56.0
13771;36;44;Martigny-les-Gerbonvaux;127.0;111.0;29.0;48.0
13772;36;44;Martinvelle;175.0;120.0;36.0;31.0
13773;36;44;Mattaincourt;177.0;172.0;29.0;14.0
13774;36;44;Maxey-sur-Meuse;124.0;110.0;49.0;33.0
13775;36;44;Mazeley;97.0;100.0;39.0;38.0
13776;36;44;Mazirot;98.0;61.0;30.0;77.0
13777;36;44;Médonville;152.0;155.0;46.0;18.0
13778;36;44;Méménil;91.0;74.0;43.0;35.0
13779;36;44;Ménarmont;97.0;58.0;45.0;48.0
13780;36;44;Ménil-en-Xaintois;105.0;102.0;53.0;21.0
13781;36;44;Ménil-de-Senones;90.0;147.0;46.0;34.0
13782;36;44;Ménil-sur-Belvitte;96.0;112.0;35.0;30.0
13783;36;44;Le Ménil;126.0;83.0;33.0;45.0
13784;36;44;Midrevaux;117.0;110.0;47.0;46.0
13785;36;44;Mirecourt;125.0;122.0;54.0;47.0
13786;36;44;Moncel-sur-Vair;136.0;86.0;43.0;26.0
13787;36;44;Le Mont;164.0;90.0;17.0;37.0
13788;36;44;Mont-lès-Lamarche;158.0;110.0;32.0;40.0
13789;36;44;Mont-lès-Neufchâteau;89.0;97.0;52.0;40.0
13790;36;44;Monthureux-le-Sec;119.0;69.0;25.0;56.0
13791;36;44;Monthureux-sur-Saône;159.0;129.0;31.0;35.0
13792;36;44;Montmotier;142.0;95.0;47.0;54.0
13793;36;44;Morelmaison;128.0;92.0;39.0;34.0
13794;36;44;Moriville;92.0;87.0;44.0;41.0
13795;36;44;Morizécourt;149.0;87.0;39.0;45.0
13796;36;44;Mortagne;59.0;96.0;55.0;34.0
13797;36;44;Morville;49.0;146.0;39.0;30.0
13798;36;44;Moussey;147.0;68.0;40.0;45.0
13799;36;44;Moyemont;98.0;69.0;54.0;48.0
13800;36;44;Moyenmoutier;123.0;83.0;42.0;40.0
13801;36;44;Nayemont-les-Fosses;119.0;141.0;36.0;35.0
13802;36;44;Neufchâteau;132.0;87.0;50.0;44.0
13803;36;44;La Neuveville-devant-Lépanges;74.0;53.0;35.0;56.0
13804;36;44;La Neuveville-sous-Châtenois;119.0;141.0;41.0;25.0
13805;36;44;La Neuveville-sous-Montfort;118.0;103.0;37.0;40.0
13806;36;44;Neuvillers-sur-Fave;107.0;72.0;41.0;52.0
13807;36;44;Nomexy;132.0;87.0;48.0;39.0
13808;36;44;Nompatelize;90.0;109.0;45.0;35.0
13809;36;44;Nonville;112.0;76.0;44.0;44.0
13810;36;44;Nonzeville;61.0;28.0;46.0;89.0
13811;36;44;Norroy;131.0;118.0;33.0;33.0
13812;36;44;Nossoncourt;62.0;140.0;35.0;37.0
13813;36;44;Oëlleville;101.0;119.0;36.0;33.0
13814;36;44;Offroicourt;104.0;82.0;28.0;46.0
13815;36;44;Ollainville;101.0;83.0;39.0;43.0
13816;36;44;Ortoncourt;104.0;127.0;36.0;38.0
13817;36;44;Padoux;94.0;77.0;40.0;42.0
13818;36;44;Pair-et-Grandrupt;94.0;92.0;36.0;48.0
13819;36;44;Pallegney;88.0;107.0;38.0;48.0
13820;36;44;Parey-sous-Montfort;131.0;80.0;46.0;48.0
13821;36;44;Pargny-sous-Mureau;97.0;83.0;31.0;42.0
13822;36;44;La Petite-Fosse;89.0;81.0;25.0;57.0
13823;36;44;La Petite-Raon;136.0;107.0;41.0;60.0
13824;36;44;Pierrefitte;73.0;120.0;41.0;35.0
13825;36;44;Pierrepont-sur-l'Arentèle;109.0;101.0;39.0;41.0
13826;36;44;Plainfaing;128.0;112.0;39.0;31.0
13827;36;44;Pleuvezain;73.0;104.0;47.0;38.0
13828;36;44;Plombières-les-Bains;140.0;113.0;31.0;45.0
13829;36;44;Pompierre;113.0;77.0;47.0;38.0
13830;36;44;Pont-lès-Bonfays;102.0;113.0;47.0;37.0
13831;36;44;Pont-sur-Madon;105.0;95.0;49.0;44.0
13832;36;44;Portieux;163.0;129.0;47.0;37.0
13833;36;44;Les Poulières;86.0;123.0;38.0;27.0
13834;36;44;Poussay;124.0;74.0;39.0;42.0
13835;36;44;Pouxeux;106.0;115.0;42.0;44.0
13836;36;44;Prey;115.0;79.0;33.0;45.0
13837;36;44;Provenchères-lès-Darney;103.0;127.0;26.0;35.0
13838;36;44;Provenchères-et-Colroy;111.0;95.0;41.0;49.0
13839;36;44;Le Puid;137.0;118.0;23.0;37.0
13840;36;44;Punerot;94.0;103.0;35.0;50.0
13841;36;44;Puzieux;99.0;111.0;31.0;34.0
13842;36;44;Racécourt;60.0;88.0;46.0;49.0
13843;36;44;Rainville;119.0;111.0;43.0;44.0
13844;36;44;Rambervillers;144.0;96.0;47.0;42.0
13845;36;44;Ramecourt;101.0;111.0;56.0;35.0
13846;36;44;Ramonchamp;119.0;93.0;42.0;52.0
13847;36;44;Rancourt;119.0;95.0;42.0;81.0
13848;36;44;Raon-aux-Bois;85.0;97.0;33.0;46.0
13849;36;44;Raon-l'Étape;133.0;97.0;47.0;44.0
13850;36;44;Raon-sur-Plaine;119.0;83.0;37.0;51.0
13851;36;44;Rapey;97.0;110.0;73.0;36.0
13852;36;44;Raves;102.0;127.0;38.0;34.0
